"route","source_component","actual_behavior","redirect_target","batch","canonical_workspace","canonical_destination","disposition","capability_ids","review_status","evidence"
"/angelcare-marketplace/admin/academy","auth/context|academy-engine/repository|academy-engine/components/AcademyCommand","Protected Admin surface rendering auth/context|academy-engine/repository|academy-engine/components/AcademyCommand","NOT_APPLICABLE","B09","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","CANONICAL","CAP-B09-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/academy/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/academy/programs","academy-engine/final-admin-page","Protected Admin surface rendering academy-engine/final-admin-page","NOT_APPLICABLE","B09","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","MERGED_INTO_CONTROL_ROOM","CAP-B09-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/academy/programs/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/academy/sessions","academy-engine/final-admin-page","Protected Admin surface rendering academy-engine/final-admin-page","NOT_APPLICABLE","B09","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","MERGED_INTO_CONTROL_ROOM","CAP-B09-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/academy/sessions/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/academy/trainers","academy-engine/final-admin-page","Protected Admin surface rendering academy-engine/final-admin-page","NOT_APPLICABLE","B09","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","MERGED_INTO_CONTROL_ROOM","CAP-B09-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/academy/trainers/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/action-center","auth/context|design-system/ui|sovereign-control/components/ActionCenter|sovereign-control/repository","Protected Admin surface rendering auth/context|design-system/ui|sovereign-control/components/ActionCenter|sovereign-control/repository","NOT_APPLICABLE","B11","Trust & qualité","/angelcare-marketplace/admin/trust","MERGED_INTO_CONTROL_ROOM","CAP-B11-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/action-center/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/activation","production-activation/admin-page","Protected Admin surface rendering production-activation/admin-page","NOT_APPLICABLE","B11","Trust & qualité","/angelcare-marketplace/admin/trust","MERGED_INTO_CONTROL_ROOM","CAP-B11-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/activation/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/analytics/academy","auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","Protected Admin surface rendering auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","NOT_APPLICABLE","B11","Analytics & intelligence","/angelcare-marketplace/admin/analytics","MERGED_INTO_CONTROL_ROOM","CAP-B11-005","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/analytics/academy/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/analytics/b2b","auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","Protected Admin surface rendering auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","NOT_APPLICABLE","B11","Analytics & intelligence","/angelcare-marketplace/admin/analytics","MERGED_INTO_CONTROL_ROOM","CAP-B11-005","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/analytics/b2b/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/analytics/data-quality","auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","Protected Admin surface rendering auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","NOT_APPLICABLE","B11","Analytics & intelligence","/angelcare-marketplace/admin/analytics","MERGED_INTO_CONTROL_ROOM","CAP-B11-005","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/analytics/data-quality/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/analytics/executive","next/navigation","Source redirect/compatibility alias","/angelcare-marketplace/admin/analytics","B11","Analytics & intelligence","/angelcare-marketplace/admin/analytics","COMPATIBILITY_REDIRECT","CAP-B11-005","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/analytics/executive/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/analytics/families","auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","Protected Admin surface rendering auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","NOT_APPLICABLE","B11","Analytics & intelligence","/angelcare-marketplace/admin/analytics","MERGED_INTO_CONTROL_ROOM","CAP-B11-005","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/analytics/families/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/analytics/finance","auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","Protected Admin surface rendering auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","NOT_APPLICABLE","B11","Analytics & intelligence","/angelcare-marketplace/admin/analytics","MERGED_INTO_CONTROL_ROOM","CAP-B11-005","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/analytics/finance/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/analytics/marketplace","auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","Protected Admin surface rendering auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","NOT_APPLICABLE","B11","Analytics & intelligence","/angelcare-marketplace/admin/analytics/marketplace","CANONICAL","CAP-B11-006","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/analytics/marketplace/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/analytics/operations","auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","Protected Admin surface rendering auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","NOT_APPLICABLE","B11","Analytics & intelligence","/angelcare-marketplace/admin/analytics","MERGED_INTO_CONTROL_ROOM","CAP-B11-005","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/analytics/operations/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/analytics","auth/context|analytics-security/repository|analytics-security/components/AnalyticsCommand","Protected Admin surface rendering auth/context|analytics-security/repository|analytics-security/components/AnalyticsCommand","NOT_APPLICABLE","B08|B11","Analytics & intelligence","/angelcare-marketplace/admin/analytics","CANONICAL","CAP-B11-005","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/analytics/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/analytics/providers","auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","Protected Admin surface rendering auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","NOT_APPLICABLE","B08|B11","Analytics & intelligence","/angelcare-marketplace/admin/analytics","MERGED_INTO_CONTROL_ROOM","CAP-B11-005","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/analytics/providers/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/analytics/territories","auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","Protected Admin surface rendering auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","NOT_APPLICABLE","B11","Analytics & intelligence","/angelcare-marketplace/admin/analytics","MERGED_INTO_CONTROL_ROOM","CAP-B11-005","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/analytics/territories/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/analytics/trust","auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","Protected Admin surface rendering auth/context|analytics-security/repository|analytics-security/components/MetricRegistry","NOT_APPLICABLE","B11","Analytics & intelligence","/angelcare-marketplace/admin/analytics","MERGED_INTO_CONTROL_ROOM","CAP-B11-005","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/analytics/trust/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/approvals","auth/context|design-system/ui|sovereign-control/components/ApprovalCenter|sovereign-control/repository","Protected Admin surface rendering auth/context|design-system/ui|sovereign-control/components/ApprovalCenter|sovereign-control/repository","NOT_APPLICABLE","B04","Commandes & réservations","/angelcare-marketplace/admin/orders","MERGED_INTO_CONTROL_ROOM","CAP-B04-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/approvals/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/bookings","auth/context|enterprise-closure/repository|enterprise-closure/components/BookingCommand","Protected Admin surface rendering auth/context|enterprise-closure/repository|enterprise-closure/components/BookingCommand","NOT_APPLICABLE","B04","Commandes & réservations","/angelcare-marketplace/admin/bookings","CANONICAL","CAP-B04-005","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/bookings/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/bulk-operations","auth/context|enterprise-command/components/BulkOperationsCenter","Protected Admin surface rendering auth/context|enterprise-command/components/BulkOperationsCenter","NOT_APPLICABLE","B07","Opérations","/angelcare-marketplace/admin/bulk-operations","CANONICAL","CAP-B07-010","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/bulk-operations/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/business-pulse","auth/context|enterprise-command/components/BusinessPulseCommand","Protected Admin surface rendering auth/context|enterprise-command/components/BusinessPulseCommand","NOT_APPLICABLE","B11","Trust & qualité","/angelcare-marketplace/admin/trust","MERGED_INTO_CONTROL_ROOM","CAP-B11-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/business-pulse/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/categories/:categoryId","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Catégories & collections","/angelcare-marketplace/admin/catalog/categories/[categoryId]","CANONICAL","CAP-B02-002","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/categories/[categoryId]/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/categories/:categoryId/products","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Catégories & collections","/angelcare-marketplace/admin/catalog/categories/[categoryId]/products","CANONICAL","CAP-B02-005","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/categories/[categoryId]/products/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/categories/:categoryId/seo","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Catégories & collections","/angelcare-marketplace/admin/catalog/categories/[categoryId]/seo","CANONICAL","CAP-B02-004","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/categories/[categoryId]/seo/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/categories/:categoryId/storefront","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Catégories & collections","/angelcare-marketplace/admin/catalog/categories/[categoryId]/storefront","CANONICAL","CAP-B02-003","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/categories/[categoryId]/storefront/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/categories/new","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","B02","Catégories & collections","/angelcare-marketplace/admin/catalog/categories","ADVANCED_TOOL","CAP-B02-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/categories/new/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/categories","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","B02","Catégories & collections","/angelcare-marketplace/admin/catalog/categories","CANONICAL","CAP-B02-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/categories/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/collections","next/navigation","Source redirect/compatibility alias","/angelcare-marketplace/admin/merchandising/collections","B02","Catégories & collections","/angelcare-marketplace/admin/merchandising/collections","COMPATIBILITY_REDIRECT","CAP-B02-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/collections/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/import","auth/context|enterprise-command/components/ProductImportStudio","Protected Admin surface rendering auth/context|enterprise-command/components/ProductImportStudio","NOT_APPLICABLE","B07","Opérations","/angelcare-marketplace/admin/operations/today","MERGED_INTO_CONTROL_ROOM","CAP-B07-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/import/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/availability","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / Produits & services","/angelcare-marketplace/admin/catalog/items/[itemId]/availability","CANONICAL","CAP-B01-007","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/availability/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/categories","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / cross-domain shell","/angelcare-marketplace/admin","ADVANCED_TOOL","CAP-GLOBAL-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/categories/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/commercial","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / Produits & services","/angelcare-marketplace/admin/catalog/items/[itemId]/commercial","CANONICAL","CAP-B01-006","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/commercial/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/content","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / Produits & services","/angelcare-marketplace/admin/catalog/items/[itemId]/content","CANONICAL","CAP-B01-005","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/content/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/fulfillment","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / Produits & services","/angelcare-marketplace/admin/catalog/items/[itemId]/fulfillment","CANONICAL","CAP-B01-008","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/fulfillment/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/history","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / cross-domain shell","/angelcare-marketplace/admin","ADVANCED_TOOL","CAP-GLOBAL-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/history/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/media","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / cross-domain shell","/angelcare-marketplace/admin","ADVANCED_TOOL","CAP-GLOBAL-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/media/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/merchandising","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / cross-domain shell","/angelcare-marketplace/admin","ADVANCED_TOOL","CAP-GLOBAL-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/merchandising/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/overview","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / Produits & services","/angelcare-marketplace/admin/catalog/items/[itemId]/overview","CANONICAL","CAP-B01-004","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/overview/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / cross-domain shell","/angelcare-marketplace/admin","ADVANCED_TOOL","CAP-GLOBAL-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/presentation","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / cross-domain shell","/angelcare-marketplace/admin","ADVANCED_TOOL","CAP-GLOBAL-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/presentation/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/preview","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / Produits & services","/angelcare-marketplace/admin/catalog/items/[itemId]/preview","CANONICAL","CAP-B01-010","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/preview/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/pricing","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / cross-domain shell","/angelcare-marketplace/admin","ADVANCED_TOOL","CAP-GLOBAL-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/pricing/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/publication","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / cross-domain shell","/angelcare-marketplace/admin","ADVANCED_TOOL","CAP-GLOBAL-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/publication/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/related","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / cross-domain shell","/angelcare-marketplace/admin","ADVANCED_TOOL","CAP-GLOBAL-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/related/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/seo","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / cross-domain shell","/angelcare-marketplace/admin","ADVANCED_TOOL","CAP-GLOBAL-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/seo/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/sourcing","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / cross-domain shell","/angelcare-marketplace/admin","ADVANCED_TOOL","CAP-GLOBAL-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/sourcing/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/territories","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / cross-domain shell","/angelcare-marketplace/admin","ADVANCED_TOOL","CAP-GLOBAL-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/territories/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/trust","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / Produits & services","/angelcare-marketplace/admin/catalog/items/[itemId]/trust","CANONICAL","CAP-B01-009","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/trust/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/:itemId/variants","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","GLOBAL","Accueil / cross-domain shell","/angelcare-marketplace/admin","ADVANCED_TOOL","CAP-GLOBAL-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/[itemId]/variants/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items/new","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","B01","Accueil / Produits & services","/angelcare-marketplace/admin/catalog/items/new","CANONICAL","CAP-B01-003","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/new/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/items","commerce-studio/admin-pages","Protected Admin surface rendering commerce-studio/admin-pages","NOT_APPLICABLE","B01","Accueil / Produits & services","/angelcare-marketplace/admin/catalog/items","CANONICAL","CAP-B01-002","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/items/page.tsx; actual component imports and approved canonical screen authority reviewed."
"/angelcare-marketplace/admin/catalog/localization","next/navigation","Source redirect/compatibility alias","/angelcare-marketplace/admin/localization","B05","Boutique","/angelcare-marketplace/admin/localization","COMPATIBILITY_REDIRECT","CAP-B05-001","SOURCE_REVIEWED","app/angelcare-marketplace/(protected)/admin/catalog/localization/page.tsx; actual component imports and approved canonical screen authority reviewed."
