"batch","screen_number","approved_png","approved_screen_name","canonical_workspace","canonical_route","current_render_component","source_mapping_reference","visual_structure_implemented","operator_capabilities_implemented","required_drawers_modals","drawers_modals_implemented","states_implemented","permissions_wired","legacy_power_consolidated","static_validation","runtime_validation","visual_comparison","implementation_status","evidence"
"02","01","docs/admin-design/batch-02/ANGELCARE_MARKETPLACE_ADMIN_BATCH_02_SOURCE_TRUE_PROJECTIONS/01_CATEGORIES_REGISTRY_ARCHITECTURE.png","CATEGORIES REGISTRY ARCHITECTURE","Catégories & collections","/angelcare-marketplace/admin/catalog/categories","CategoryStudio","docs/admin-design/batch-02/BATCH_02_SOURCE_MAPPING.txt","SOURCE_REVIEWED; category tree plus dense registry table and approved white workspace hierarchy implemented","search, hierarchy browse, drag reorder, status/template/product facts, create, open 360, export, publication history","create workspace and contextual category navigation","IMPLEMENTED as canonical create route and contextual category navigation","loading at server boundary; populated; search-empty; no-data; mutation pending/success/error; read-only permission state","marketplace.catalog.view; marketplace.categories.manage; marketplace.commerce.export; marketplace.publication.manage","catalog and category-architecture entry points converge on the source-backed category registry without hiding hierarchy or reorder authority","PASSED_ESLINT_TRANSPILE_DIFF_CHECK","RUNTIME_VERIFICATION_GATE","ALL_APPROVED_PNGS_INSPECTED; STATIC_SOURCE_TO_PNG_COMPARISON_PASSED; RUNTIME_PIXEL_COMPARISON_PENDING","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","CategoryStudio follows catalog pages through commerce repository/API; registry, hierarchy, actual reorder, export, 360 and history entry points inspected. Runtime browser gate remains documented."
"02","02","docs/admin-design/batch-02/ANGELCARE_MARKETPLACE_ADMIN_BATCH_02_SOURCE_TRUE_PROJECTIONS/02_CATEGORY_360_IDENTITY_PRESENTATION.png","CATEGORY 360 IDENTITY PRESENTATION","Catégories & collections","/angelcare-marketplace/admin/catalog/categories/[categoryId]","CategoryStudio","docs/admin-design/batch-02/BATCH_02_SOURCE_MAPPING.txt","SOURCE_REVIEWED; dossier header, lifecycle tabs, identity form and right public-summary rail implemented","identity, slug/key, hierarchy, locale, presentation, status, preview, publish, unpublish and downstream storefront navigation","governed publication decision modal plus contextual right rail","IMPLEMENTED with exact object, current/target state, public consequence, reversibility, permission and API success/error","loading at server boundary; populated; validation; unsaved native form; mutation pending/success/error; disabled-with-reason; lifecycle status","marketplace.catalog.view; marketplace.categories.manage","identity, experience, discovery and product composition from legacy category families are consolidated as canonical dossier tabs","PASSED_ESLINT_TRANSPILE_DIFF_CHECK","RUNTIME_VERIFICATION_GATE","ALL_APPROVED_PNGS_INSPECTED; STATIC_SOURCE_TO_PNG_COMPARISON_PASSED; RUNTIME_PIXEL_COMPARISON_PENDING","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","CategoryStudio reads category detail and writes through the categories commerce API; publish/unpublish uses the governed source-backed action endpoint."
"02","03","docs/admin-design/batch-02/ANGELCARE_MARKETPLACE_ADMIN_BATCH_02_SOURCE_TRUE_PROJECTIONS/03_CATEGORY_STOREFRONT_HERO_PUBLIC_CONTENT.png","CATEGORY STOREFRONT HERO PUBLIC CONTENT","Catégories & collections","/angelcare-marketplace/admin/catalog/categories/[categoryId]/storefront","CategoryStudio / CategoryExperienceEditor","docs/admin-design/batch-02/BATCH_02_SOURCE_MAPPING.txt","SOURCE_REVIEWED; left structure, center storefront canvas and selected-object inspector implemented","hero copy, eyebrow, tone, accent, CTA, media, experience configuration, storefront sections, save and public preview","selected-object inspector and embedded public preview","IMPLEMENTED as persistent right inspector and real public renderer preview; no speculative modal","server-loaded; populated; validation; dirty form; save pending/success/error; permission-disabled; preview unavailable handled by browser frame","marketplace.catalog.view; marketplace.categories.manage","legacy category presentation fields and category experience authority converge in the canonical storefront studio","PASSED_ESLINT_TRANSPILE_DIFF_CHECK","RUNTIME_VERIFICATION_GATE","ALL_APPROVED_PNGS_INSPECTED; STATIC_SOURCE_TO_PNG_COMPARISON_PASSED; RUNTIME_PIXEL_COMPARISON_PENDING","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","Controlled studio persists only real category hero, experience and storefront-section fields through the existing category mutation authority."
"02","04","docs/admin-design/batch-02/ANGELCARE_MARKETPLACE_ADMIN_BATCH_02_SOURCE_TRUE_PROJECTIONS/04_CATEGORY_DISCOVERY_SEO_STUDIO.png","CATEGORY DISCOVERY SEO STUDIO","Catégories & collections","/angelcare-marketplace/admin/catalog/categories/[categoryId]/seo","CategoryStudio / CategoryDiscoveryEditor","docs/admin-design/batch-02/BATCH_02_SOURCE_MAPPING.txt","SOURCE_REVIEWED; discovery controls, SEO metadata editor, live search-result preview and readiness rail implemented","filter configuration, discoverability metadata, title/description/canonical/social fields, validation, save and preview","contextual SEO preview and readiness inspector","IMPLEMENTED inline; no unsupported score, recommendation engine or modal invented","server-loaded; populated; validation; unsaved; save pending/success/error; permission-disabled; missing metadata warnings","marketplace.catalog.view; marketplace.categories.manage","category discovery and SEO power is consolidated from category and merchandising families into the canonical dossier tab","PASSED_ESLINT_TRANSPILE_DIFF_CHECK","RUNTIME_VERIFICATION_GATE","ALL_APPROVED_PNGS_INSPECTED; STATIC_SOURCE_TO_PNG_COMPARISON_PASSED; RUNTIME_PIXEL_COMPARISON_PENDING","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","Editor maps to actual filter_config and seo_metadata fields; visual readiness is derived only from entered source data, not fabricated analytics."
"02","05","docs/admin-design/batch-02/ANGELCARE_MARKETPLACE_ADMIN_BATCH_02_SOURCE_TRUE_PROJECTIONS/05_CATEGORY_PRODUCT_COMPOSITION_LIVE_PREVIEW.png","CATEGORY PRODUCT COMPOSITION LIVE PREVIEW","Catégories & collections","/angelcare-marketplace/admin/catalog/categories/[categoryId]/products","CategoryStudio / CategoryProductComposer","docs/admin-design/batch-02/BATCH_02_SOURCE_MAPPING.txt","SOURCE_REVIEWED; ordered assignment table, catalogue picker and real public preview follow the approved split-workspace grammar","search, select, assign, remove, drag reorder, persist order, warnings, open product and public storefront preview","catalogue picker, composition inspector and embedded public preview","IMPLEMENTED as contextual panes preserving category context; no decorative drawer required","server-loaded; populated; filtered empty; no assignment; mutation pending/success/error; reorder rollback; permission-disabled","marketplace.catalog.view; marketplace.categories.manage","category-product assignment and public category preview are exposed canonically rather than trapped in category-architecture compatibility routes","PASSED_ESLINT_TRANSPILE_DIFF_CHECK","RUNTIME_VERIFICATION_GATE","ALL_APPROVED_PNGS_INSPECTED; STATIC_SOURCE_TO_PNG_COMPARISON_PASSED; RUNTIME_PIXEL_COMPARISON_PENDING","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","Assignment follows the real category assign-products API, preserves ordering and rolls local order back on failed persistence."
"02","06","docs/admin-design/batch-02/ANGELCARE_MARKETPLACE_ADMIN_BATCH_02_SOURCE_TRUE_PROJECTIONS/06_COLLECTIONS_STUDIO.png","COLLECTIONS STUDIO","Catégories & collections","/angelcare-marketplace/admin/merchandising/collections","CollectionStudio","docs/admin-design/batch-02/BATCH_02_SOURCE_MAPPING.txt","SOURCE_REVIEWED; collection registry, editor and product-composition inspector implemented as a three-pane studio","create, edit, schedule, audience, layout, cover media, assign, remove, reorder, duplicate, publish, unpublish and history","governed publish/unpublish modal and product assignment inspector","IMPLEMENTED with object/state/consequence/reversibility plus persistent assignment context","server-loaded; populated; empty; search-empty; save/assign/action pending/success/error; permission-disabled; draft/scheduled/active/paused/archived","marketplace.merchandising.view; marketplace.homepage.manage is the actual mutation guard; marketplace.publication.manage for history","homepage collection engine is retained as backend authority while its unique composition power is exposed in canonical Catégories & collections","PASSED_ESLINT_TRANSPILE_DIFF_CHECK","RUNTIME_VERIFICATION_GATE","ALL_APPROVED_PNGS_INSPECTED; STATIC_SOURCE_TO_PNG_COMPARISON_PASSED; RUNTIME_PIXEL_COMPARISON_PENDING","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","Source inspection found and corrected a mapping/UI mismatch: homepage-collections mutations are server-guarded by marketplace.homepage.manage. Actual generic commerce API and repository are reused."
"02","07","docs/admin-design/batch-02/ANGELCARE_MARKETPLACE_ADMIN_BATCH_02_SOURCE_TRUE_PROJECTIONS/07_CATEGORY_NATIVE_SCHEMA_ARCHITECTURE.png","CATEGORY NATIVE SCHEMA ARCHITECTURE","Catégories & collections","/angelcare-marketplace/admin/category-native/schemas","SchemaArchitectureStudio","docs/admin-design/batch-02/BATCH_02_SOURCE_MAPPING.txt","SOURCE_REVIEWED; schema rail, ordered field matrix, inspector and lifecycle actions implement the approved architecture studio","browse schemas/versions, inspect field semantics, constraints and public mapping, download template, open archetype, activate and pause","field inspector plus governed activate/pause decision modal","IMPLEMENTED with schema/version/current/target state and impact; failure keeps modal/context open","loading; empty schemas; empty fields; search-empty; mutation pending/success/error; permission-disabled; draft/active/paused lifecycle","marketplace.experience_schema.view; marketplace.experience_schema.manage","category-native schema authority remains an advanced canonical tool inside Catégories & collections, not a competing primary workspace","PASSED_ESLINT_TRANSPILE_DIFF_CHECK","RUNTIME_VERIFICATION_GATE","ALL_APPROVED_PNGS_INSPECTED; STATIC_SOURCE_TO_PNG_COMPARISON_PASSED; RUNTIME_PIXEL_COMPARISON_PENDING","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","Studio follows category-native loaders, schema actions and template endpoints; activate/pause remain server-audited source mutations."
"02","08","docs/admin-design/batch-02/ANGELCARE_MARKETPLACE_ADMIN_BATCH_02_SOURCE_TRUE_PROJECTIONS/08_CATEGORY_NATIVE_ARCHETYPE_STUDIO.png","CATEGORY NATIVE ARCHETYPE STUDIO","Catégories & collections","/angelcare-marketplace/admin/category-native/archetypes/[schemaKey]","ArchetypeStudio","docs/admin-design/batch-02/BATCH_02_SOURCE_MAPPING.txt","SOURCE_REVIEWED; schema navigation, dynamic product form and field guidance inspector implement the approved archetype studio","select schema, apply defaults, create schema-native product, preserve configuration, report errors and open resulting Product 360","persistent schema/field inspector and created-object result panel","IMPLEMENTED; no unsupported approval modal required for draft product creation","loading; schema missing; search-empty; validation; unsaved/beforeunload; create pending/success/error; permission-disabled","marketplace.experience_schema.view; marketplace.catalog.manage is the actual product-create guard","category-native creation is exposed as an advanced category tool while the created object returns to canonical Product 360","PASSED_ESLINT_TRANSPILE_DIFF_CHECK","RUNTIME_VERIFICATION_GATE","ALL_APPROVED_PNGS_INSPECTED; STATIC_SOURCE_TO_PNG_COMPARISON_PASSED; RUNTIME_PIXEL_COMPARISON_PENDING","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","Fixed actual payload authority: creation now sends name_fr, short_description_fr and description_fr expected by the catalog repository while preserving schema/version/configuration."
"02","09","docs/admin-design/batch-02/ANGELCARE_MARKETPLACE_ADMIN_BATCH_02_SOURCE_TRUE_PROJECTIONS/09_CSV_TEMPLATE_FACTORY.png","CSV TEMPLATE FACTORY","Catégories & collections","/angelcare-marketplace/admin/category-native/template-factory","CsvTemplateFactory","docs/admin-design/batch-02/BATCH_02_SOURCE_MAPPING.txt","SOURCE_REVIEWED; schema selector, field matrix, contract inspector and download action implement the approved factory","select schema/version, filter fields, inspect required/types/examples/public mapping and download the real generated CSV template","template contract inspector","IMPLEMENTED inline; no speculative modal","loading; no schema; filtered empty; selection fallback; generated-link state; read-only permission boundary","marketplace.category_native_import.view","template generation remains linked to schema authority and the canonical import command, replacing obscure direct endpoint use","PASSED_ESLINT_TRANSPILE_DIFF_CHECK","RUNTIME_VERIFICATION_GATE","ALL_APPROVED_PNGS_INSPECTED; STATIC_SOURCE_TO_PNG_COMPARISON_PASSED; RUNTIME_PIXEL_COMPARISON_PENDING","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","Download points to the real category-native template API; selected-schema consistency and empty filters are handled without fabricated job state."
"02","10","docs/admin-design/batch-02/ANGELCARE_MARKETPLACE_ADMIN_BATCH_02_SOURCE_TRUE_PROJECTIONS/10_CATEGORY_NATIVE_IMPORT_COMMAND.png","CATEGORY NATIVE IMPORT COMMAND","Catégories & collections","/angelcare-marketplace/admin/category-native/imports","CsvImportStudio","docs/admin-design/batch-02/BATCH_02_SOURCE_MAPPING.txt","SOURCE_REVIEWED; dry-run command, row-validation table, job history and recovery grammar implement the approved import control room","template, schema selection, CSV upload, dry-run, valid/error/warning counts, row evidence, execute, history and rollback where repository permits","governed execute and rollback modals plus row evidence inspector","IMPLEMENTED with exact job/file/counts/current consequence/reversibility and preserved failure context","loading; no schema; no file; validating; dry-run success/error; partial rows; execute pending/success/error; rollback pending/success/error; permission-disabled","marketplace.category_native_import.view; marketplace.category_native_import.manage","native import engine is exposed as the canonical governed tool and connected to schema/template/archetype surfaces","PASSED_ESLINT_TRANSPILE_DIFF_CHECK","RUNTIME_VERIFICATION_GATE","ALL_APPROVED_PNGS_INSPECTED; STATIC_SOURCE_TO_PNG_COMPARISON_PASSED; RUNTIME_PIXEL_COMPARISON_PENDING","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","UI calls the actual dry-run, execute, history and rollback authorities and never fabricates progress; runtime browser comparison remains gated."
"03","01","docs/admin-design/batch-03/ANGELCARE_MARKETPLACE_ADMIN_BATCH_03/01_CUSTOMERS_CRM_COMMAND_CENTER.png","CUSTOMERS CRM COMMAND CENTER","Clients","/angelcare-marketplace/admin/customers","CustomerRegistryWorkspace","docs/admin-design/batch-03/BATCH_03_SOURCE_MAPPING.txt","SOURCE_REVIEWED; approved registry hierarchy, KPI strip, dense table, filters and contextual rail implemented","real customer/family/order/payment/case aggregation; search; structured filters; pagination; quick segments; Customer 360 inspector; create/support/health continuity","large Customer 360 inspector","IMPLEMENTED with real mega-dossier data and permission-aware actions","server loading; populated; filtered empty; no-data; pagination; risk; permission-disabled; dossier load error","marketplace.admin.access plus action-specific permissions passed into dossier","customers-revenue/customers redirects to canonical registry; legacy mega-dossier retained inside canonical inspector","PASSED_ESLINT_DIFF_CHECK","RUNTIME_VERIFICATION_GATE","ALL_APPROVED_PNGS_INSPECTED; STATIC_SOURCE_TO_PNG_COMPARISON_PASSED; RUNTIME_PIXEL_COMPARISON_PENDING","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","Registry follows customerRelationshipOverview and customerMegaDossier; no decorative health score or synthetic CRM data."
"03","02","docs/admin-design/batch-03/ANGELCARE_MARKETPLACE_ADMIN_BATCH_03/02_ADD_CUSTOMER_FORM.png","ADD CUSTOMER FORM","Clients","/angelcare-marketplace/admin/customers/new","CustomerCreateWorkspace","docs/admin-design/batch-03/BATCH_03_SOURCE_MAPPING.txt","SOURCE_REVIEWED; approved full-page onboarding form, type selector, qualification rail and result state implemented","identity, contact, account kind, locale, territory and premium creation through real Auth plus customer/family transaction; validation; unsaved protection; open created 360","qualification inspector and created-object result panel","IMPLEMENTED; no unsupported source/tags/draft/consent-at-create controls fabricated","server territory loading; validation; unsaved; permission-disabled; create pending/success/error; credential result","marketplace.admin.access","legacy create drawer authority consolidated into canonical route; family consent remains operable in Family 360 using its separate real mutation","PASSED_ESLINT_DIFF_CHECK","RUNTIME_VERIFICATION_GATE","ALL_APPROVED_PNGS_INSPECTED; STATIC_SOURCE_TO_PNG_COMPARISON_PASSED; RUNTIME_PIXEL_COMPARISON_PENDING","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","POST admin/customers accepts only the implemented fields; it creates Auth, customer, optional family and notification preferences transactionally."
"03","03","docs/admin-design/batch-03/ANGELCARE_MARKETPLACE_ADMIN_BATCH_03/03_CUSTOMER_360_OVERVIEW.png","CUSTOMER 360 OVERVIEW","Clients","/angelcare-marketplace/admin/customers/[customerId]","CustomerCommandPage / CustomerMegaDossierOverlay","docs/admin-design/batch-03/BATCH_03_SOURCE_MAPPING.txt","SOURCE_REVIEWED; dossier identity header, facts, tabs, command actions, overview panels and contextual continuity implemented","identity; lifecycle; addresses/family facts; commercial intelligence; create order/booking; export; archive/restore; cross-object navigation","governed archive/restore modal; nested order/payment dossiers; fullscreen inspector","IMPLEMENTED with exact object/state/consequence and action-specific disabled reasons","loading; not-found; error; populated; empty related lists; lifecycle; permission-disabled; mutation success/failure","marketplace.admin.access; operations.missions.create/manage; backoffice.objects.export-equivalent admin guard","legacy /customers/[id]/command redirects to canonical 360; command dossier reused as the richer canonical body","PASSED_ESLINT_DIFF_CHECK","RUNTIME_VERIFICATION_GATE","ALL_APPROVED_PNGS_INSPECTED; STATIC_SOURCE_TO_PNG_COMPARISON_PASSED; RUNTIME_PIXEL_COMPARISON_PENDING","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","Customer mega repository follows customer, family, commerce, finance, CRM, comments, relations and audit timeline authorities."
"03","04","docs/admin-design/batch-03/ANGELCARE_MARKETPLACE_ADMIN_BATCH_03/04_CUSTOMER_360_COMMERCIAL_PORTFOLIO.png","CUSTOMER 360 COMMERCIAL PORTFOLIO","Clients","/angelcare-marketplace/admin/customers/[customerId]/commercial","CustomerCommandPage / CustomerMegaDossierOverlay Portefeuille","docs/admin-design/batch-03/BATCH_03_SOURCE_MAPPING.txt","SOURCE_REVIEWED; portfolio facts and related-object tables with embedded governed CRM operations implemented","orders; bookings; subscriptions; opportunities; quotes; inquiries; open nested dossiers; opportunity transition; quote lifecycle and approval","governed opportunity/quote decision modals and nested object dossiers","IMPLEMENTED with audited reasons and server error preservation","loading; populated; per-family empty; mutation pending/success/error; permission-disabled; lifecycle states","marketplace.crm.opportunities.transition; marketplace.crm.quotes.manage; marketplace.crm.quotes.approve; marketplace.admin.access","customer-revenue and technical CRM routes remain contextual authorities while unique customer-linked power is surfaced in canonical portfolio","PASSED_ESLINT_DIFF_CHECK","RUNTIME_VERIFICATION_GATE","ALL_APPROVED_PNGS_INSPECTED; STATIC_SOURCE_TO_PNG_COMPARISON_PASSED; RUNTIME_PIXEL_COMPARISON_PENDING","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","Transitions call the existing commercial-pipeline APIs; quote and opportunity decisions are no longer immediate buttons."
