"api_route","methods","handler_symbols","business_domain","capability_ids","permission_guard","read_write","mutation_type","operator_facing_indirectly","authority_classification","review_status","evidence"
"/api/angelcare-marketplace/media/:mediaId/:fileName","GET|HEAD","handleMarketplaceMediaDelivery","Public Marketplace","CAP-B05-006","PUBLIC_ACTIVE_ASSET_GATE","READ","SIGNED_DELIVERY_REDIRECT","YES","PUBLIC_MARKETPLACE_AUTHORITY","SOURCE_REVIEWED","Only active Windows-backed metadata receives a short-lived signed delivery redirect with range support."
"/api/angelcare-marketplace/academy/assessment-results","POST","handleAssessmentResult","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.cohorts.manage|marketplace.academy.attendance.manage|marketplace.academy.assessments.manage|marketplace.academy.certificates.issue","WRITE","POST via handleAssessmentResult","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/assessment-results/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/assessments","GET","handleAcademySummary","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.cohorts.manage|marketplace.academy.attendance.manage|marketplace.academy.assessments.manage|marketplace.academy.certificates.issue","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/assessments/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/attendance","POST","handleAttendance","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.cohorts.manage|marketplace.academy.attendance.manage|marketplace.academy.assessments.manage|marketplace.academy.certificates.issue","WRITE","POST via handleAttendance","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/attendance/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/b2b-training","GET","handleAcademySummary","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.cohorts.manage|marketplace.academy.attendance.manage|marketplace.academy.assessments.manage|marketplace.academy.certificates.issue","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/b2b-training/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/certificates/:certificateId/decision","POST","handleCertificateDecision","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.cohorts.manage|marketplace.academy.attendance.manage|marketplace.academy.assessments.manage|marketplace.academy.certificates.issue","WRITE","POST via handleCertificateDecision","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/certificates/[certificateId]/decision/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/certificates","GET","handleCertificates","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.cohorts.manage|marketplace.academy.attendance.manage|marketplace.academy.assessments.manage|marketplace.academy.certificates.issue","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/certificates/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/cohorts","GET|POST","handleCohorts","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.cohorts.manage|marketplace.academy.attendance.manage|marketplace.academy.assessments.manage|marketplace.academy.certificates.issue","READ_WRITE","POST via handleCohorts","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/cohorts/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/enrollments","GET","handleAcademySummary","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.cohorts.manage|marketplace.academy.attendance.manage|marketplace.academy.assessments.manage|marketplace.academy.certificates.issue","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/enrollments/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/final/assessments","POST","handleAcademyAssessmentCreate","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","WRITE","POST via handleAcademyAssessmentCreate","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/final/assessments/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/final/b2b/:orderId/transition","POST","handleAcademyB2BTransition","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","WRITE","POST via handleAcademyB2BTransition","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/final/b2b/[orderId]/transition/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/final/cohorts/:cohortId/trainer","POST","handleAcademyTrainerAssignment","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","WRITE","POST via handleAcademyTrainerAssignment","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/final/cohorts/[cohortId]/trainer/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/final/cohorts/:cohortId/transition","POST","handleAcademyCohortTransition","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","WRITE","POST via handleAcademyCohortTransition","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/final/cohorts/[cohortId]/transition/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/final/courses/:id/transition","POST","handleAcademyPublicationTransition","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","WRITE","POST via handleAcademyPublicationTransition","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/final/courses/[id]/transition/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/final/programs/:id/transition","POST","handleAcademyPublicationTransition","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","WRITE","POST via handleAcademyPublicationTransition","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/final/programs/[id]/transition/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/final/remediations/:remediationId/transition","POST","handleAcademyRemediationTransition","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","WRITE","POST via handleAcademyRemediationTransition","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/final/remediations/[remediationId]/transition/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/final/remediations","POST","handleAcademyRemediationCreate","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","WRITE","POST via handleAcademyRemediationCreate","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/final/remediations/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/final/results/:resultId/review","POST","handleAssessmentResultReview","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","WRITE","POST via handleAssessmentResultReview","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/final/results/[resultId]/review/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/final/sessions/:sessionId/transition","POST","handleAcademySessionTransition","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","WRITE","POST via handleAcademySessionTransition","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/final/sessions/[sessionId]/transition/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/final/sessions","POST","handleAcademySessionCreate","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","WRITE","POST via handleAcademySessionCreate","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/final/sessions/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/final/snapshot","GET","handleAcademyFinalSnapshot","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/final/snapshot/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/programs","GET","handlePrograms","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.cohorts.manage|marketplace.academy.attendance.manage|marketplace.academy.assessments.manage|marketplace.academy.certificates.issue","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/programs/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/sessions","GET","handleAcademySummary","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.cohorts.manage|marketplace.academy.attendance.manage|marketplace.academy.assessments.manage|marketplace.academy.certificates.issue","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/sessions/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/academy/summary","GET","handleAcademySummary","Academy / B2B & partenaires","CAP-B09-001","marketplace.academy.view|marketplace.academy.cohorts.manage|marketplace.academy.attendance.manage|marketplace.academy.assessments.manage|marketplace.academy.certificates.issue","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/academy/summary/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/activation/run","POST","handleActivationRun","Trust & qualité","CAP-B11-001","marketplace.commerce.view|marketplace.publication.manage","WRITE","POST via handleActivationRun","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/activation/run/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/activation/summary","GET","handleActivationSummary","Trust & qualité","CAP-B11-001","marketplace.commerce.view|marketplace.publication.manage","READ","NOT_APPLICABLE","YES","SUPPORTING_READ_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/activation/summary/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/auth/login","POST","INLINE_ROUTE_HANDLER","Accueil / cross-domain shell","CAP-GLOBAL-001","marketplace.admin.access|marketplace.admin.login.failed|marketplace.admin.login.success|marketplace.foundation.view|marketplace.workspace.access|marketplace.modules.view|marketplace.modules.create|marketplace.modules.update|marketplace.modules.enable|marketplace.modules.disable|marketplace.modules.archive|marketplace.feature_flags.view|marketplace.feature_flags.manage|marketplace.configuration.view|marketplace.configuration.manage|marketplace.audit.view|marketplace.audit.export|marketplace.security.view|marketplace.security.manage|marketplace.readiness.view|marketplace.readiness.update|marketplace.readiness.review|marketplace.readiness.sign_off|marketplace.territories.view|marketplace.territories.create|marketplace.territories.update|marketplace.territories.clone|marketplace.territories.submit_review|marketplace.territories.approve_soft_launch|marketplace.territories.approve_live|marketplace.territories.pause|marketplace.territories.resume|marketplace.territories.archive|marketplace.territories.preview|marketplace.territories.export|marketplace.territory_settings.view|marketplace.territory_settings.manage|marketplace.territory_overrides.view|marketplace.territory_overrides.create|marketplace.territory_overrides.review|marketplace.territory_overrides.approve|marketplace.territory_overrides.reject|marketplace.territory_overrides.rollback|marketplace.territory_readiness.view|marketplace.territory_readiness.manage|marketplace.territory_readiness.review|marketplace.territory_readiness.sign_off|marketplace.territory_health.view|marketplace.territory_health.manage|marketplace.localization.access|marketplace.localization.scans.view|marketplace.localization.scans.run|marketplace.localization.scans.cancel|marketplace.localization.scans.configure|marketplace.localization.inventory.view|marketplace.localization.inventory.classify|marketplace.localization.inventory.export|marketplace.localization.translations.view|marketplace.localization.translations.create|marketplace.localization.translations.edit|marketplace.localization.translations.assign|marketplace.localization.translations.submit|marketplace.localization.translations.review|marketplace.localization.translations.approve|marketplace.localization.translations.publish|marketplace.localization.translations.archive|marketplace.localization.csv.export|marketplace.localization.csv.import|marketplace.localization.csv.validate|marketplace.localization.csv.apply|marketplace.localization.csv.rollback|marketplace.localization.glossary.view|marketplace.localization.glossary.manage|marketplace.localization.memory.view|marketplace.localization.memory.curate|marketplace.localization.sensitive.review|marketplace.localization.sensitive.approve|marketplace.localization.seo.view|marketplace.localization.seo.manage|marketplace.localization.rules.view|marketplace.localization.rules.manage|marketplace.localization.sources.view|marketplace.localization.sources.manage|marketplace.localization.readiness.view|marketplace.localization.audit.export|marketplace.backoffice.command.view|marketplace.backoffice.search|marketplace.backoffice.actions.view|marketplace.backoffice.actions.manage|marketplace.backoffice.approvals.view|marketplace.backoffice.approvals.create|marketplace.backoffice.approvals.review|marketplace.backoffice.approvals.decide|marketplace.backoffice.approvals.override|marketplace.backoffice.briefs.view|marketplace.backoffice.briefs.create|marketplace.backoffice.briefs.publish|marketplace.backoffice.objects.view|marketplace.backoffice.objects.comment|marketplace.backoffice.objects.export|marketplace.cms.view|marketplace.cms.create|marketplace.cms.edit|marketplace.cms.submit|marketplace.cms.review|marketplace.cms.approve|marketplace.cms.publish|marketplace.cms.schedule|marketplace.cms.rollback|marketplace.cms.archive|marketplace.cms.blocks.manage|marketplace.cms.menus.manage|marketplace.cms.ctas.manage|marketplace.cms.preview|marketplace.cms.redirects.manage|marketplace.public.inquiries.view|marketplace.public.inquiries.manage|marketplace.public.inquiries.export|marketplace.public.analytics.view|marketplace.family.dashboard|marketplace.family.profile.view|marketplace.family.profile.manage|marketplace.family.children.view|marketplace.family.children.manage|marketplace.family.diagnostics.create|marketplace.family.diagnostics.view|marketplace.family.requests.create|marketplace.family.requests.view|marketplace.family.requests.manage|marketplace.family.requests.qualify|marketplace.family.missions.view|marketplace.family.reports.view|marketplace.family.support.create|marketplace.family.support.view|marketplace.family.support.manage|marketplace.family.documents.view|marketplace.family.documents.manage|marketplace.family.feedback.create|marketplace.family.feedback.view|marketplace.commerce.view|marketplace.media.view|marketplace.media.manage|marketplace.homepage.view|marketplace.homepage.manage|marketplace.navigation.view|marketplace.navigation.manage|marketplace.categories.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.publication.manage|marketplace.seo.manage|marketplace.commerce.export|marketplace.commerce.import|marketplace.live_experience.view|marketplace.live_experience.manage|marketplace.live_experience.publish|marketplace.popup.manage|marketplace.broadcast.manage|marketplace.proof_widget.manage|marketplace.audience.manage|marketplace.experiment.manage|marketplace.live_experience.analytics.view|marketplace.emergency_broadcast.manage|marketplace.experience_schema.view|marketplace.experience_schema.manage|marketplace.archetype.view|marketplace.archetype.manage|marketplace.category_native_import.view|marketplace.category_native_import.manage|marketplace.intelligence.view|marketplace.intelligence.metrics.manage|marketplace.growth.view|marketplace.growth.experiments.manage|marketplace.performance.view|marketplace.security.assess|marketplace.launch.approve|marketplace.launch.monitoring","WRITE","POST via INLINE_ROUTE_HANDLER","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/auth/login/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/auth/logout","POST","INLINE_ROUTE_HANDLER","Accueil / cross-domain shell","CAP-GLOBAL-001","AUTHENTICATED_SESSION_REVOCATION","WRITE","POST via INLINE_ROUTE_HANDLER","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/auth/logout/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/bookings/:bookingId","PATCH","handleBooking","Accueil / cross-domain shell","CAP-GLOBAL-001","marketplace.admin.access|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.missions.create|marketplace.family.admin.manage","WRITE","PATCH via handleBooking","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/bookings/[bookingId]/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/bookings","GET|POST","handleBookings","Commandes & réservations","CAP-B04-001","marketplace.admin.access|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.missions.create|marketplace.family.admin.manage","READ_WRITE","POST via handleBookings","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/bookings/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/catalog/categories/:categoryId/items","POST","handleCommerceAction","Accueil / cross-domain shell","CAP-GLOBAL-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","WRITE","POST via handleCommerceAction","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/catalog/categories/[categoryId]/items/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/catalog/categories/:categoryId","GET|PATCH|DELETE","handleCommerceResource","Accueil / cross-domain shell","CAP-GLOBAL-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","PATCH|DELETE via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/catalog/categories/[categoryId]/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/catalog/categories/reorder","POST","handleCommerceAction","Catégories & collections","CAP-B02-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","WRITE","POST via handleCommerceAction","YES","SUPPORTING_MUTATION_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/catalog/categories/reorder/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/catalog/categories","GET|POST","handleCommerceResource","Catégories & collections","CAP-B02-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","POST via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/catalog/categories/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/catalog/items/:itemId/availability","GET|POST","handleCommerceResource","Accueil / cross-domain shell","CAP-GLOBAL-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","POST via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/catalog/items/[itemId]/availability/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/catalog/items/:itemId/categories","GET|POST","handleCommerceResource","Accueil / cross-domain shell","CAP-GLOBAL-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","POST via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/catalog/items/[itemId]/categories/route.ts; route exports, imported handler chain and server permission authority inspected."
"/api/angelcare-marketplace/admin/catalog/items/:itemId/media","GET|POST","handleCommerceResource","Accueil / cross-domain shell","CAP-GLOBAL-001","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","READ_WRITE","POST via handleCommerceResource","YES","OPERATOR_CAPABILITY_AUTHORITY","SOURCE_REVIEWED","app/api/angelcare-marketplace/admin/catalog/items/[itemId]/media/route.ts; route exports, imported handler chain and server permission authority inspected."
