"capability_id","workspace","canonical_route","object_type","action","backend_authority","permission","interaction_surface","current_frontend_exposure","required_final_exposure","source_review_status","implementation_status","verification_status","evidence"
"CAP-B09-001","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","/api/angelcare-marketplace/academy/final/assessments","POST handleAcademyAssessmentCreate","/api/angelcare-marketplace/academy/final/assessments","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","Academy contextual command links","AcademyCommand","Academy contextual command links","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/academy/final/assessments/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-B09-001","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","/api/angelcare-marketplace/academy/final/b2b/:orderId/transition","POST handleAcademyB2BTransition","/api/angelcare-marketplace/academy/final/b2b/:orderId/transition","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","Academy contextual command links","AcademyCommand","Academy contextual command links","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/academy/final/b2b/[orderId]/transition/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-B09-001","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","/api/angelcare-marketplace/academy/final/cohorts/:cohortId/trainer","POST handleAcademyTrainerAssignment","/api/angelcare-marketplace/academy/final/cohorts/:cohortId/trainer","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","Academy contextual command links","AcademyCommand","Academy contextual command links","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/academy/final/cohorts/[cohortId]/trainer/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-B09-001","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","/api/angelcare-marketplace/academy/final/cohorts/:cohortId/transition","POST handleAcademyCohortTransition","/api/angelcare-marketplace/academy/final/cohorts/:cohortId/transition","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","Academy contextual command links","AcademyCommand","Academy contextual command links","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/academy/final/cohorts/[cohortId]/transition/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-B09-001","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","/api/angelcare-marketplace/academy/final/courses/:id/transition","POST handleAcademyPublicationTransition","/api/angelcare-marketplace/academy/final/courses/:id/transition","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","Academy contextual command links","AcademyCommand","Academy contextual command links","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/academy/final/courses/[id]/transition/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-B09-001","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","/api/angelcare-marketplace/academy/final/programs/:id/transition","POST handleAcademyPublicationTransition","/api/angelcare-marketplace/academy/final/programs/:id/transition","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","Academy contextual command links","AcademyCommand","Academy contextual command links","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/academy/final/programs/[id]/transition/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-B09-001","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","/api/angelcare-marketplace/academy/final/remediations/:remediationId/transition","POST handleAcademyRemediationTransition","/api/angelcare-marketplace/academy/final/remediations/:remediationId/transition","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","Academy contextual command links","AcademyCommand","Academy contextual command links","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/academy/final/remediations/[remediationId]/transition/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-B09-001","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","/api/angelcare-marketplace/academy/final/remediations","POST handleAcademyRemediationCreate","/api/angelcare-marketplace/academy/final/remediations","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","Academy contextual command links","AcademyCommand","Academy contextual command links","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/academy/final/remediations/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-B09-001","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","/api/angelcare-marketplace/academy/final/results/:resultId/review","POST handleAssessmentResultReview","/api/angelcare-marketplace/academy/final/results/:resultId/review","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","Academy contextual command links","AcademyCommand","Academy contextual command links","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/academy/final/results/[resultId]/review/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-B09-001","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","/api/angelcare-marketplace/academy/final/sessions/:sessionId/transition","POST handleAcademySessionTransition","/api/angelcare-marketplace/academy/final/sessions/:sessionId/transition","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","Academy contextual command links","AcademyCommand","Academy contextual command links","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/academy/final/sessions/[sessionId]/transition/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-B09-001","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","/api/angelcare-marketplace/academy/final/sessions","POST handleAcademySessionCreate","/api/angelcare-marketplace/academy/final/sessions","marketplace.academy.view|marketplace.academy.sessions.manage|marketplace.academy.manage|marketplace.academy.assessments.manage|marketplace.academy.catalog.manage|marketplace.academy.cohorts.manage","Academy contextual command links","AcademyCommand","Academy contextual command links","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/academy/final/sessions/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-B11-001","Trust & qualité","/angelcare-marketplace/admin/trust","/api/angelcare-marketplace/admin/activation/run","POST handleActivationRun","/api/angelcare-marketplace/admin/activation/run","marketplace.commerce.view|marketplace.publication.manage","Contextual lifecycle decision desks on linked authorities","TrustCommand; AdminWorkspaceContextNav","Contextual lifecycle decision desks on linked authorities","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/admin/activation/run/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/admin/auth/login","POST INLINE_ROUTE_HANDLER","/api/angelcare-marketplace/admin/auth/login","marketplace.admin.access|marketplace.admin.login.failed|marketplace.admin.login.success|marketplace.foundation.view|marketplace.workspace.access|marketplace.modules.view|marketplace.modules.create|marketplace.modules.update|marketplace.modules.enable|marketplace.modules.disable|marketplace.modules.archive|marketplace.feature_flags.view|marketplace.feature_flags.manage|marketplace.configuration.view|marketplace.configuration.manage|marketplace.audit.view|marketplace.audit.export|marketplace.security.view|marketplace.security.manage|marketplace.readiness.view|marketplace.readiness.update|marketplace.readiness.review|marketplace.readiness.sign_off|marketplace.territories.view|marketplace.territories.create|marketplace.territories.update|marketplace.territories.clone|marketplace.territories.submit_review|marketplace.territories.approve_soft_launch|marketplace.territories.approve_live|marketplace.territories.pause|marketplace.territories.resume|marketplace.territories.archive|marketplace.territories.preview|marketplace.territories.export|marketplace.territory_settings.view|marketplace.territory_settings.manage|marketplace.territory_overrides.view|marketplace.territory_overrides.create|marketplace.territory_overrides.review|marketplace.territory_overrides.approve|marketplace.territory_overrides.reject|marketplace.territory_overrides.rollback|marketplace.territory_readiness.view|marketplace.territory_readiness.manage|marketplace.territory_readiness.review|marketplace.territory_readiness.sign_off|marketplace.territory_health.view|marketplace.territory_health.manage|marketplace.localization.access|marketplace.localization.scans.view|marketplace.localization.scans.run|marketplace.localization.scans.cancel|marketplace.localization.scans.configure|marketplace.localization.inventory.view|marketplace.localization.inventory.classify|marketplace.localization.inventory.export|marketplace.localization.translations.view|marketplace.localization.translations.create|marketplace.localization.translations.edit|marketplace.localization.translations.assign|marketplace.localization.translations.submit|marketplace.localization.translations.review|marketplace.localization.translations.approve|marketplace.localization.translations.publish|marketplace.localization.translations.archive|marketplace.localization.csv.export|marketplace.localization.csv.import|marketplace.localization.csv.validate|marketplace.localization.csv.apply|marketplace.localization.csv.rollback|marketplace.localization.glossary.view|marketplace.localization.glossary.manage|marketplace.localization.memory.view|marketplace.localization.memory.curate|marketplace.localization.sensitive.review|marketplace.localization.sensitive.approve|marketplace.localization.seo.view|marketplace.localization.seo.manage|marketplace.localization.rules.view|marketplace.localization.rules.manage|marketplace.localization.sources.view|marketplace.localization.sources.manage|marketplace.localization.readiness.view|marketplace.localization.audit.export|marketplace.backoffice.command.view|marketplace.backoffice.search|marketplace.backoffice.actions.view|marketplace.backoffice.actions.manage|marketplace.backoffice.approvals.view|marketplace.backoffice.approvals.create|marketplace.backoffice.approvals.review|marketplace.backoffice.approvals.decide|marketplace.backoffice.approvals.override|marketplace.backoffice.briefs.view|marketplace.backoffice.briefs.create|marketplace.backoffice.briefs.publish|marketplace.backoffice.objects.view|marketplace.backoffice.objects.comment|marketplace.backoffice.objects.export|marketplace.cms.view|marketplace.cms.create|marketplace.cms.edit|marketplace.cms.submit|marketplace.cms.review|marketplace.cms.approve|marketplace.cms.publish|marketplace.cms.schedule|marketplace.cms.rollback|marketplace.cms.archive|marketplace.cms.blocks.manage|marketplace.cms.menus.manage|marketplace.cms.ctas.manage|marketplace.cms.preview|marketplace.cms.redirects.manage|marketplace.public.inquiries.view|marketplace.public.inquiries.manage|marketplace.public.inquiries.export|marketplace.public.analytics.view|marketplace.family.dashboard|marketplace.family.profile.view|marketplace.family.profile.manage|marketplace.family.children.view|marketplace.family.children.manage|marketplace.family.diagnostics.create|marketplace.family.diagnostics.view|marketplace.family.requests.create|marketplace.family.requests.view|marketplace.family.requests.manage|marketplace.family.requests.qualify|marketplace.family.missions.view|marketplace.family.reports.view|marketplace.family.support.create|marketplace.family.support.view|marketplace.family.support.manage|marketplace.family.documents.view|marketplace.family.documents.manage|marketplace.family.feedback.create|marketplace.family.feedback.view|marketplace.commerce.view|marketplace.media.view|marketplace.media.manage|marketplace.homepage.view|marketplace.homepage.manage|marketplace.navigation.view|marketplace.navigation.manage|marketplace.categories.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.publication.manage|marketplace.seo.manage|marketplace.commerce.export|marketplace.commerce.import|marketplace.live_experience.view|marketplace.live_experience.manage|marketplace.live_experience.publish|marketplace.popup.manage|marketplace.broadcast.manage|marketplace.proof_widget.manage|marketplace.audience.manage|marketplace.experiment.manage|marketplace.live_experience.analytics.view|marketplace.emergency_broadcast.manage|marketplace.experience_schema.view|marketplace.experience_schema.manage|marketplace.archetype.view|marketplace.archetype.manage|marketplace.category_native_import.view|marketplace.category_native_import.manage|marketplace.intelligence.view|marketplace.intelligence.metrics.manage|marketplace.growth.view|marketplace.growth.experiments.manage|marketplace.performance.view|marketplace.security.assess|marketplace.launch.approve|marketplace.launch.monitoring","Global command, search and governed-action foundations","AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider","Global command, search and governed-action foundations","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/admin/auth/login/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/admin/auth/logout","POST INLINE_ROUTE_HANDLER","/api/angelcare-marketplace/admin/auth/logout","AUTHENTICATED_SESSION_REVOCATION","Global command, search and governed-action foundations","AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider","Global command, search and governed-action foundations","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/admin/auth/logout/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/admin/bookings/:bookingId","PATCH handleBooking","/api/angelcare-marketplace/admin/bookings/:bookingId","marketplace.admin.access|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.missions.create|marketplace.family.admin.manage","Global command, search and governed-action foundations","AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider","Global command, search and governed-action foundations","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/admin/bookings/[bookingId]/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","/api/angelcare-marketplace/admin/bookings","POST handleBookings","/api/angelcare-marketplace/admin/bookings","marketplace.admin.access|marketplace.operations.view|marketplace.operations.missions.manage|marketplace.finance.view|marketplace.finance.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.missions.create|marketplace.family.admin.manage","selected-order inspector and governed lifecycle modal","EnterpriseOrderCommand","selected-order inspector and governed lifecycle modal","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/admin/bookings/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/admin/catalog/categories/:categoryId/items","POST handleCommerceAction","/api/angelcare-marketplace/admin/catalog/categories/:categoryId/items","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","Global command, search and governed-action foundations","AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider","Global command, search and governed-action foundations","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/admin/catalog/categories/[categoryId]/items/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/admin/catalog/categories/:categoryId","PATCH handleCommerceResource","/api/angelcare-marketplace/admin/catalog/categories/:categoryId","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","Global command, search and governed-action foundations","AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider","Global command, search and governed-action foundations","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/admin/catalog/categories/[categoryId]/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/admin/catalog/categories/:categoryId","DELETE handleCommerceResource","/api/angelcare-marketplace/admin/catalog/categories/:categoryId","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","Global command, search and governed-action foundations","AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider","Global command, search and governed-action foundations","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/admin/catalog/categories/[categoryId]/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-B02-001","Catégories & collections","/angelcare-marketplace/admin/catalog/categories","/api/angelcare-marketplace/admin/catalog/categories/reorder","POST handleCommerceAction","/api/angelcare-marketplace/admin/catalog/categories/reorder","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","create workspace and contextual category navigation","CategoryStudio","create workspace and contextual category navigation","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/admin/catalog/categories/reorder/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-B02-001","Catégories & collections","/angelcare-marketplace/admin/catalog/categories","/api/angelcare-marketplace/admin/catalog/categories","POST handleCommerceResource","/api/angelcare-marketplace/admin/catalog/categories","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","create workspace and contextual category navigation","CategoryStudio","create workspace and contextual category navigation","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/admin/catalog/categories/route.ts; mutation method, imported handler and canonical exposure reconciled."
"CAP-GLOBAL-001","Accueil / cross-domain shell","/angelcare-marketplace/admin","/api/angelcare-marketplace/admin/catalog/items/:itemId/availability","POST handleCommerceResource","/api/angelcare-marketplace/admin/catalog/items/:itemId/availability","marketplace.media.manage|marketplace.media.view|marketplace.homepage.manage|marketplace.homepage.view|marketplace.navigation.manage|marketplace.navigation.view|marketplace.categories.manage|marketplace.catalog.view|marketplace.catalog.manage|marketplace.merchandising.manage|marketplace.merchandising.view|marketplace.publication.manage|marketplace.commerce.view|marketplace.commerce.|marketplace.catalog.purge|marketplace.media.replaced|marketplace.media.uploaded|marketplace.media.transformed","Global command, search and governed-action foundations","AdminNavigation; AdminWorkspaceContextNav; GovernedActionProvider","Global command, search and governed-action foundations","SOURCE_REVIEWED","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","app/api/angelcare-marketplace/admin/catalog/items/[itemId]/availability/route.ts; mutation method, imported handler and canonical exposure reconciled."
