"source_route","target_route","link_type","authority","status","notes"
"angelcare-marketplace/analytics-security/components/AnalyticsCommand.tsx","/angelcare-marketplace/admin/intelligence/executive","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/analytics-security/components/AnalyticsCommand.tsx","/angelcare-marketplace/admin/analytics/data-quality","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/b2b-verticals/components/B2BExecutiveCommand.tsx","/angelcare-marketplace/admin/verticals/establishments","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/b2b-verticals/components/B2BExecutiveCommand.tsx","/angelcare-marketplace/admin/commercial","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/b2b-verticals/components/B2BExecutiveCommand.tsx","/angelcare-marketplace/admin/verticals/organizations","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/b2b-verticals/components/CorporateCommand.tsx","/angelcare-marketplace/admin/verticals/corporates/eligibility","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/b2b-verticals/components/EstablishmentsCommand.tsx","/angelcare-marketplace/admin/verticals/establishments/diagnostics","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/b2b-verticals/components/HealthPartnersCommand.tsx","/angelcare-marketplace/admin/verticals/health-partners/compliance","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/b2b-verticals/components/HospitalityCommand.tsx","/angelcare-marketplace/admin/verticals/hospitality/programs","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/b2b-verticals/components/Organization360.tsx","/angelcare-marketplace/admin/verticals","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/b2b-verticals/components/Organization360.tsx","/angelcare-marketplace/admin/commercial","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/category-native/components/CsvTemplateFactory.tsx","/angelcare-marketplace/admin/category-native/schemas","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/category-native/components/CsvTemplateFactory.tsx","/angelcare-marketplace/admin/category-native/imports","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/category-native/components/HomepageDesigner2.tsx","/angelcare-marketplace/admin/homepage/history","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/category-native/components/SchemaArchitectureStudio.tsx","/angelcare-marketplace/admin/category-native/template-factory","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/category-native/components/SchemaArchitectureStudio.tsx","/angelcare-marketplace/admin/category-native/archetypes","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/commerce-product-atelier/components/AtelierShell.tsx","/angelcare-marketplace/admin/search","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/commerce-product-atelier/components/AtelierShell.tsx","/angelcare-marketplace/admin/bulk-operations","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/commerce-product-atelier/components/AtelierShell.tsx","/angelcare-marketplace/admin/commerce-factory/imports","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/commerce-product-atelier/components/AtelierShell.tsx","/angelcare-marketplace/admin/commerce-factory/products","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/commerce-studio/components/CatalogRegistryStudio.tsx","/angelcare-marketplace/admin/catalog/items/new","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/commerce-studio/components/CategoryStudio.tsx","/angelcare-marketplace/admin/catalog/categories/new","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/commerce-studio/components/CategoryStudio.tsx","/angelcare-marketplace/admin/commerce-studio/publication","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/commerce-studio/components/CollectionStudio.tsx","/angelcare-marketplace/admin/commerce-studio/publication","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/commerce-studio/components/CommerceStudioCommand.tsx","/angelcare-marketplace/admin/catalog/items","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/commerce-studio/components/CommerceStudioCommand.tsx","/angelcare-marketplace/admin/commerce-studio/import-export","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/commerce-studio/components/HeroCampaignStudio.tsx","/angelcare-marketplace/admin/homepage/history","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/commerce-studio/components/NavigationStudio.tsx","/angelcare-marketplace/admin/navigation/history","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/commercial-pipeline/components/QuoteRegistry.tsx","/angelcare-marketplace/admin/conversion/quotations","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/commercial-pipeline/components/QuoteRegistry.tsx","/angelcare-marketplace/admin/verticals","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/components/FoundationUnavailable.tsx","/angelcare-marketplace/admin/readiness","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionAdminCommand.tsx","/angelcare-marketplace/admin/conversion/exceptions","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionAdminCommand.tsx","/angelcare-marketplace/admin/conversion/sessions","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionBasketBoard.tsx","/angelcare-marketplace/admin/conversion","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionEvidenceBoard.tsx","/angelcare-marketplace/admin/conversion","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionQueueBoard.tsx","/angelcare-marketplace/admin/conversion/sessions","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionQueueBoard.tsx","/angelcare-marketplace/admin/academy/cohorts","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionQueueBoard.tsx","/angelcare-marketplace/admin/journeys/enrollments","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionQueueBoard.tsx","/angelcare-marketplace/admin/conversion","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionQueueBoard.tsx","/angelcare-marketplace/admin/conversion/exceptions","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionQueueBoard.tsx","/angelcare-marketplace/admin/conversion/consents","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionQueueBoard.tsx","/angelcare-marketplace/admin/conversion/holds","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionSessionDossier.tsx","/angelcare-marketplace/admin/conversion/sessions","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionSessionDossier.tsx","/angelcare-marketplace/admin/orders","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionSessionDossier.tsx","/angelcare-marketplace/admin/bookings","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionSessionDossier.tsx","/angelcare-marketplace/admin/commercial/quotes","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/conversion-universe/components/ConversionSessionDossier.tsx","/angelcare-marketplace/admin/payments","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-commerce/components/AdminWalletCommand.tsx","/angelcare-marketplace/admin/wallet/policies","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-commerce/components/AdminWalletCommand.tsx","/angelcare-marketplace/admin/wallet/customers","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-commerce/components/AdminWalletCommand.tsx","/angelcare-marketplace/admin/orders","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-commerce/components/EnterpriseOrderCommand.tsx","/angelcare-marketplace/admin/bookings","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-commerce/components/EnterpriseOrderCommand.tsx","/angelcare-marketplace/admin/orders/new","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-commerce/components/EnterpriseOrderCommand.tsx","/angelcare-marketplace/admin/commercial/quotes","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-commerce/components/EnterpriseOrderCommand.tsx","/angelcare-marketplace/admin/subscriptions","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-commerce/components/EnterpriseOrderCommand.tsx","/angelcare-marketplace/admin/conversion","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerApprovedWorkspaces.tsx","/angelcare-marketplace/admin/customers","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerApprovedWorkspaces.tsx","/angelcare-marketplace/admin/customers/segments","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerApprovedWorkspaces.tsx","/angelcare-marketplace/admin/promotions","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerCasesWorkspace.tsx","/angelcare-marketplace/admin/customers","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerCasesWorkspace.tsx","/angelcare-marketplace/admin/customers/health","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRegistryWorkspace.tsx","/angelcare-marketplace/admin/customers/segments","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRegistryWorkspace.tsx","/angelcare-marketplace/admin/customers/support","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRegistryWorkspace.tsx","/angelcare-marketplace/admin/customers/new","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRegistryWorkspace.tsx","/angelcare-marketplace/admin/customers/health","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRelationshipCommandCenter.tsx","/angelcare-marketplace/admin/customers-revenue/customers","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRelationshipCommandCenter.tsx","/angelcare-marketplace/admin/customers-revenue/segments","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRelationshipCommandCenter.tsx","/angelcare-marketplace/admin/customers-revenue/cases","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRelationshipCommandCenter.tsx","/angelcare-marketplace/admin/customers-revenue/crm","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRelationshipCommandCenter.tsx","/angelcare-marketplace/admin/customers-revenue/families","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRelationshipShell.tsx","/angelcare-marketplace/admin/customers-revenue","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRelationshipShell.tsx","/angelcare-marketplace/admin/customers-revenue/customers","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRelationshipShell.tsx","/angelcare-marketplace/admin/customers-revenue/families","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRelationshipShell.tsx","/angelcare-marketplace/admin/customers-revenue/crm","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRelationshipShell.tsx","/angelcare-marketplace/admin/customers-revenue/segments","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRelationshipShell.tsx","/angelcare-marketplace/admin/customers-revenue/cases","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRelationshipShell.tsx","/angelcare-marketplace/admin/customers-revenue/activity","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRelationshipShell.tsx","/angelcare-marketplace/admin/search","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/CustomerRelationshipShell.tsx","/angelcare-marketplace/admin/my-workspace","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/SegmentIntelligenceWorkspace.tsx","/angelcare-marketplace/admin/customers","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/customer-relationship-command/components/SegmentIntelligenceWorkspace.tsx","/angelcare-marketplace/admin/promotions","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/development-engine/components/DevelopmentCommand.tsx","/angelcare-marketplace/admin/development/activities","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-closure/components/BookingCommand.tsx","/angelcare-marketplace/admin/orders","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-closure/components/SubscriptionCommand.tsx","/angelcare-marketplace/admin/orders","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-closure/components/SubscriptionCommand.tsx","/angelcare-marketplace/admin/finance-monetization/subscriptions","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/BulkOperationsCenter.tsx","/angelcare-marketplace/admin/catalog/import","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/BulkOperationsCenter.tsx","/angelcare-marketplace/admin/commerce-studio/import-export","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/BulkOperationsCenter.tsx","/angelcare-marketplace/admin/localization/imports","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/BulkOperationsCenter.tsx","/angelcare-marketplace/admin/category-native/imports","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/CommandDrawerSystem.tsx","/angelcare-marketplace/admin/operations/mission-control","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/CommandDrawerSystem.tsx","/angelcare-marketplace/admin/live-map","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/CommandDrawerSystem.tsx","/angelcare-marketplace/admin/providers","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/CommandDrawerSystem.tsx","/angelcare-marketplace/admin/orders","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/CommandDrawerSystem.tsx","/angelcare-marketplace/admin/payments","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/CustomerMegaDossier.tsx","/angelcare-marketplace/admin/documents","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/MarketplaceCommandCenter.tsx","/angelcare-marketplace/admin/my-workspace","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/MarketplaceCommandCenter.tsx","/angelcare-marketplace/admin/live-map","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/MarketplaceCommandCenter.tsx","/angelcare-marketplace/admin/business-pulse","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/OrderMegaCommand.tsx","/angelcare-marketplace/admin/orders","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/OrderMegaCommand.tsx","/angelcare-marketplace/admin/documents","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/enterprise-command/components/PaymentMegaCommand.tsx","/angelcare-marketplace/admin/payments","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/executive-control-center/components/ExecutiveControlShell.tsx","/angelcare-marketplace/admin/launch","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/executive-control-center/components/ExecutiveControlShell.tsx","/angelcare-marketplace/admin/qa","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/experience-builder/components/ExperienceCommand.tsx","/angelcare-marketplace/admin/experience/pages","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/experience-builder/components/ExperienceCommand.tsx","/angelcare-marketplace/admin/experience/block-library","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/experience-builder/components/ExperienceCommand.tsx","/angelcare-marketplace/admin/experience/menus","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/experience-builder/components/ExperienceCommand.tsx","/angelcare-marketplace/admin/experience/ctas","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/experience-builder/components/ExperienceCommand.tsx","/angelcare-marketplace/admin/experience/publishing","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/experience-builder/components/PageDossierClient.tsx","/angelcare-marketplace/admin/localization/inventory","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/experience-builder/components/PageDossierClient.tsx","/angelcare-marketplace/admin/media","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/experience-builder/components/PageDossierClient.tsx","/angelcare-marketplace/admin/publication","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/experience-builder/components/PageRegistry.tsx","/angelcare-marketplace/admin/experience/pages/new","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/family-experience/components/AdminFamilyCommand.tsx","/angelcare-marketplace/admin/customers","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
"angelcare-marketplace/features/admin/FoundationCockpit.tsx","/angelcare-marketplace/admin/readiness","SOURCE_LITERAL_ADMIN_LINK","TSX href source","STATIC_ROUTE_EXISTS","Destination page.tsx exists."
