"capability_id","batch","canonical_workspace","capability_family","capability_name","operator_purpose","canonical_route","interaction_surface","source_pages","source_components","source_api_routes","repository_service_authority","mutation_authority","lifecycle_authority","permission_authority","related_objects","downstream_effects","approved_design_reference","disposition","implementation_status","verification_status","source_review_status","evidence_notes"
"CAP-B03-002","B03","Clients","ADD CUSTOMER FORM","ADD CUSTOMER FORM","identity, contact, account kind, locale, territory and premium creation through real Auth plus customer/family transaction; validation; unsaved protection; open created 360","/angelcare-marketplace/admin/customers/new","qualification inspector and created-object result panel","/angelcare-marketplace/admin/customers/new","CustomerCreateWorkspace","NOT_APPLICABLE","SHARED_ADMIN_SHELL_AUTHORITY","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.admin.access","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-03/ANGELCARE_MARKETPLACE_ADMIN_BATCH_03/02_ADD_CUSTOMER_FORM.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","POST admin/customers accepts only the implemented fields; it creates Auth, customer, optional family and notification preferences transactionally. Canonical source: app/angelcare-marketplace/(protected)/admin/customers/new/page.tsx."
"CAP-B03-003","B03","Clients","CUSTOMER 360 OVERVIEW","CUSTOMER 360 OVERVIEW","identity; lifecycle; addresses/family facts; commercial intelligence; create order/booking; export; archive/restore; cross-object navigation","/angelcare-marketplace/admin/customers/[customerId]","governed archive/restore modal; nested order/payment dossiers; fullscreen inspector","/angelcare-marketplace/admin/customers/[customerId]","CustomerCommandPage / CustomerMegaDossierOverlay","NOT_APPLICABLE","SHARED_ADMIN_SHELL_AUTHORITY","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.admin.access","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-03/ANGELCARE_MARKETPLACE_ADMIN_BATCH_03/03_CUSTOMER_360_OVERVIEW.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Customer mega repository follows customer, family, commerce, finance, CRM, comments, relations and audit timeline authorities. Canonical source: app/angelcare-marketplace/(protected)/admin/customers/[customerId]/page.tsx."
"CAP-B03-004","B03","Clients","CUSTOMER 360 COMMERCIAL PORTFOLIO","CUSTOMER 360 COMMERCIAL PORTFOLIO","orders; bookings; subscriptions; opportunities; quotes; inquiries; open nested dossiers; opportunity transition; quote lifecycle and approval","/angelcare-marketplace/admin/customers/[customerId]/commercial","governed opportunity/quote decision modals and nested object dossiers","/angelcare-marketplace/admin/customers/[customerId]/commercial","CustomerCommandPage / CustomerMegaDossierOverlay Portefeuille","NOT_APPLICABLE","SHARED_ADMIN_SHELL_AUTHORITY","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.crm.opportunities.transition|marketplace.crm.quotes.manage|marketplace.crm.quotes.approve|marketplace.admin.access","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-03/ANGELCARE_MARKETPLACE_ADMIN_BATCH_03/04_CUSTOMER_360_COMMERCIAL_PORTFOLIO.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Transitions call the existing commercial-pipeline APIs; quote and opportunity decisions are no longer immediate buttons. Canonical source: app/angelcare-marketplace/(protected)/admin/customers/[customerId]/commercial/page.tsx."
"CAP-B03-005","B03","Clients","CUSTOMER 360 PAYMENTS DOCUMENTS","CUSTOMER 360 PAYMENTS DOCUMENTS","payment lineage; refunds; invoices; Wallet ledger; account statement and dossier PDFs; governed Credit adjustment; Finance drilldown","/angelcare-marketplace/admin/customers/[customerId]/payments","governed Wallet exception modal; nested Payment 360 drawer","/angelcare-marketplace/admin/customers/[customerId]/payments","CustomerCommandPage / CustomerMegaDossierOverlay Finance","NOT_APPLICABLE","SHARED_ADMIN_SHELL_AUTHORITY","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.finance.view|marketplace.finance.exceptions.approve|marketplace.admin.access","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-03/ANGELCARE_MARKETPLACE_ADMIN_BATCH_03/05_CUSTOMER_360_PAYMENTS_DOCUMENTS.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Wallet adjustment calls the real exception authority only after governed review; manual finance operations remain in Finance rather than unsafe inline duplication. Canonical source: app/angelcare-marketplace/(protected)/admin/customers/[customerId]/payments/page.tsx."
"CAP-B03-006","B03","Clients","FAMILY 360 RELATIONS DEPENDANTS","FAMILY 360 RELATIONS DEPENDANTS","family identity/status/onboarding/consent; guardians; children; addresses; service instructions; linked requests/support facts; export","/angelcare-marketplace/admin/customers/[customerId]/family","expandable member inspectors and contextual family governance panel","/angelcare-marketplace/admin/customers/[customerId]/family","CustomerCommandPage / CustomerInlineOperations Family","NOT_APPLICABLE","SHARED_ADMIN_SHELL_AUTHORITY","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.family.admin.manage|marketplace.admin.access","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-03/ANGELCARE_MARKETPLACE_ADMIN_BATCH_03/06_FAMILY_360_RELATIONS_DEPENDANTS.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Actual family PATCH governs status, onboarding and consent; child and guardian mutations retain their dedicated server guard. Canonical source: app/angelcare-marketplace/(protected)/admin/customers/[customerId]/family/page.tsx."
"CAP-B03-007","B03","Clients","SEGMENTS AUDIENCES STUDIO","SEGMENTS AUDIENCES STUDIO","AND/OR rules; preview; persistent memberships; save; recalculate; duplicate; CSV export; governed archive; create targeted promotion draft","/angelcare-marketplace/admin/customers/segments","governed segment archive modal and result inspector","/angelcare-marketplace/admin/customers/segments","SegmentIntelligenceWorkspace / SegmentBuilder","NOT_APPLICABLE","SHARED_ADMIN_SHELL_AUTHORITY","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.admin.access|marketplace.merchandising.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-03/ANGELCARE_MARKETPLACE_ADMIN_BATCH_03/07_SEGMENTS_AUDIENCES_STUDIO.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","No fake audience estimate: preview and memberships are calculated by the existing segment repository. Canonical source: app/angelcare-marketplace/(protected)/admin/customers/segments/page.tsx."
"CAP-B03-008","B03","Clients","SUPPORT TICKETS CLAIMS CENTER","SUPPORT TICKETS CLAIMS CENTER","search; priority/status queues; customer continuity; lifecycle decisions; full evidence/assignment/recovery dossier link","/angelcare-marketplace/admin/customers/support","large case drawer and governed lifecycle decision modal","/angelcare-marketplace/admin/customers/support","CustomerCasesWorkspace / CustomerCaseDrawer","NOT_APPLICABLE","SHARED_ADMIN_SHELL_AUTHORITY","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.operating_kernel.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-03/ANGELCARE_MARKETPLACE_ADMIN_BATCH_03/08_SUPPORT_TICKETS_CLAIMS_CENTER.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Case transitions use source lifecycle validation; drawer links to the complete operating dossier instead of hiding specialist authority. Canonical source: app/angelcare-marketplace/(protected)/admin/customers/support/page.tsx."
"CAP-B03-009","B03","Clients","CUSTOMER ACTIVITY COMMUNICATIONS","CUSTOMER ACTIVITY COMMUNICATIONS","Plan customer follow-ups and preserve factual relationship evidence without pretending to send provider messages","/angelcare-marketplace/admin/customers/[customerId]/activity","task registry; create/edit modal; communication evidence modal; audit/history rail","/angelcare-marketplace/admin/customers/[customerId]/activity","CustomerCommandPage / CustomerMegaDossierOverlay Activité / CustomerCrmActivityPanel","/api/angelcare-marketplace/admin/customers/:customerId/crm|/api/angelcare-marketplace/admin/customers/:customerId/crm/tasks|/api/angelcare-marketplace/admin/customers/:customerId/crm/tasks/:taskId|/api/angelcare-marketplace/admin/customers/:customerId/crm/communications","customer-relationship-command/crm-activity","CREATE/PATCH angelcare_marketplace_crm_tasks; INSERT angelcare_marketplace_crm_communication_logs; writeMarketplaceAudit","open → in_progress/blocked/completed/cancelled; completed/cancelled → open; communication log append-only","marketplace.crm.view|marketplace.crm.tasks.manage|marketplace.crm.communications.log|marketplace.backoffice.objects.comment","customer_account; operator; audit_event","Tasks and communications persist in Customer 360; no outbound delivery side effect is asserted.","docs/admin-design/batch-03/ANGELCARE_MARKETPLACE_ADMIN_BATCH_03/09_CUSTOMER_ACTIVITY_COMMUNICATIONS.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","TARGETED_ESLINT_AND_ROUTE_COMPILE_PASSED_AUTHENTICATED_UAT_PENDING","SOURCE_REVIEWED","Existing tables and permissions were followed to their real mutation authority; no SQL or migration was added."
"CAP-B03-010","B03","Clients","CUSTOMER HEALTH RETENTION","CUSTOMER HEALTH RETENTION","critical/attention/outstanding/dormant segmentation; real payment/case/inactivity drivers; open 360; next moves; Marketing continuity","/angelcare-marketplace/admin/customers/health","Customer 360 inspector and source-backed next-action rail","/angelcare-marketplace/admin/customers/health","CustomerHealthWorkspace","NOT_APPLICABLE","SHARED_ADMIN_SHELL_AUTHORITY","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.admin.access","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-03/ANGELCARE_MARKETPLACE_ADMIN_BATCH_03/10_CUSTOMER_HEALTH_RETENTION.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Risk labels are transparent source-derived facts: critical cases, financial exposure, payment incidents and inactivity only. Canonical source: app/angelcare-marketplace/(protected)/admin/customers/health/page.tsx."
"CAP-B04-001","B04","Commandes & réservations","COMMANDES RESERVATIONS COMMAND CENTER","COMMANDES RESERVATIONS COMMAND CENTER","search/filter portfolio, assisted/manual creation, selected dossier, payment/Wallet/fulfillment pressure, governed lifecycle and quick access to bookings/quotes/subscriptions/conversion","/angelcare-marketplace/admin/orders","selected-order inspector and governed lifecycle modal","/angelcare-marketplace/admin/approvals|/angelcare-marketplace/admin/commercial/leads|/angelcare-marketplace/admin/commercial/opportunities|/angelcare-marketplace/admin/enterprise-command|/angelcare-marketplace/admin/finance-monetization|/angelcare-marketplace/admin/finance-monetization/subscriptions|/angelcare-marketplace/admin/operations/orders|/angelcare-marketplace/admin/quote-baskets|/angelcare-marketplace/admin/orders","EnterpriseOrderCommand","/api/angelcare-marketplace/admin/bookings|/api/angelcare-marketplace/admin/enterprise-command/documents/export|/api/angelcare-marketplace/admin/orders|/api/angelcare-marketplace/admin/subscriptions|/api/angelcare-marketplace/catalog/:itemId/transition|/api/angelcare-marketplace/catalog|/api/angelcare-marketplace/catalog/summary|/api/angelcare-marketplace/conversion/admin/sessions/:sessionId/recover|/api/angelcare-marketplace/conversion/admin/sessions|/api/angelcare-marketplace/conversion/admin/summary|/api/angelcare-marketplace/conversion/basket/:basketId/checkout|/api/angelcare-marketplace/conversion/basket/:basketId/items|/api/angelcare-marketplace/conversion/basket|/api/angelcare-marketplace/conversion/sessions/:sessionKey/availability|/api/angelcare-marketplace/conversion/sessions/:sessionKey/confirm|/api/angelcare-marketplace/conversion/sessions/:sessionKey/consent|/api/angelcare-marketplace/conversion/sessions/:sessionKey/price|/api/angelcare-marketplace/conversion/sessions/:sessionKey|/api/angelcare-marketplace/conversion/sessions|/api/angelcare-marketplace/crm/accounts|/api/angelcare-marketplace/crm/leads|/api/angelcare-marketplace/crm/opportunities/:opportunityId/transition|/api/angelcare-marketplace/crm/opportunities|/api/angelcare-marketplace/crm/quotes/:quoteId/approval|/api/angelcare-marketplace/crm/quotes/:quoteId/transition|/api/angelcare-marketplace/crm/quotes|/api/angelcare-marketplace/crm/summary|/api/angelcare-marketplace/public/catalog/:slug|/api/angelcare-marketplace/quote-baskets/:basketId/items|/api/angelcare-marketplace/quote-baskets|/api/angelcare-marketplace/suppliers","design-system|sovereign-control|commercial-pipeline|enterprise-command|financial-control-ledger|operations-reconciliation|marketplace-core|enterprise-closure|admin-control-plane|conversion-universe","POST /api/angelcare-marketplace/admin/bookings|POST /api/angelcare-marketplace/admin/enterprise-command/documents/export|POST /api/angelcare-marketplace/admin/orders|POST /api/angelcare-marketplace/admin/subscriptions|POST /api/angelcare-marketplace/catalog/:itemId/transition|POST /api/angelcare-marketplace/catalog|POST /api/angelcare-marketplace/conversion/admin/sessions/:sessionId/recover|POST /api/angelcare-marketplace/conversion/basket/:basketId/checkout|POST|DELETE /api/angelcare-marketplace/conversion/basket/:basketId/items|POST /api/angelcare-marketplace/conversion/basket|POST /api/angelcare-marketplace/conversion/sessions/:sessionKey/availability|POST /api/angelcare-marketplace/conversion/sessions/:sessionKey/confirm|POST /api/angelcare-marketplace/conversion/sessions/:sessionKey/consent|POST /api/angelcare-marketplace/conversion/sessions/:sessionKey/price|PATCH /api/angelcare-marketplace/conversion/sessions/:sessionKey|POST /api/angelcare-marketplace/conversion/sessions|POST /api/angelcare-marketplace/crm/leads|POST /api/angelcare-marketplace/crm/opportunities/:opportunityId/transition|POST /api/angelcare-marketplace/crm/opportunities|POST /api/angelcare-marketplace/crm/quotes/:quoteId/approval|POST /api/angelcare-marketplace/crm/quotes/:quoteId/transition|POST /api/angelcare-marketplace/crm/quotes|POST /api/angelcare-marketplace/quote-baskets/:basketId/items|POST /api/angelcare-marketplace/quote-baskets","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.backoffice.approvals.view|marketplace.crm.view|marketplace.admin.access|marketplace.finance.view|marketplace.finance.manage|marketplace.finance.exceptions.approve|marketplace.finance.reconciliation.manage|marketplace.family.access|marketplace.family.dashboard|marketplace.family.profile.view|marketplace.family.profile.manage|marketplace.family.children.view|marketplace.family.children.manage|marketplace.family.diagnostics.create|marketplace.family.diagnostics.view|marketplace.family.requests.create|marketplace.family.requests.view|marketplace.family.missions.view|marketplace.family.support.create|marketplace.family.support.view|marketplace.access.denied|marketplace.operations.view|marketplace.quote_basket.view|marketplace.operations.missions.manage|marketplace.merchandising.view|marketplace.merchandising.manage|marketplace.operations.missions.create|marketplace.family.admin.manage|AUTHENTICATED_MARKETPLACE_CONTEXT|marketplace.family.admin.view|marketplace.catalog.suppliers.manage|marketplace.catalog.suppliers.view|marketplace.catalog.view|marketplace.catalog.manage|marketplace.catalog.publish|marketplace.quote_basket.create|marketplace.quote_basket.manage|marketplace.conversion.view|marketplace.conversion.recover|marketplace.crm.leads.manage|marketplace.crm.accounts.manage|marketplace.crm.opportunities.manage|marketplace.crm.opportunities.transition|marketplace.crm.quotes.manage|marketplace.crm.quotes.view|marketplace.crm.quotes.approve","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-04/ANGELCARE_MARKETPLACE_ADMIN_BATCH_04/01_COMMANDES_RESERVATIONS_COMMAND_CENTER.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Command center and enterprise registry are two approved views of the same canonical portfolio, with explicit quick access and no duplicate order engine. Canonical source: app/angelcare-marketplace/(protected)/admin/orders/page.tsx."
"CAP-B04-002","B04","Commandes & réservations","ORDERS ENTERPRISE COMMAND","ORDERS ENTERPRISE COMMAND","reference/customer/source search, journey/origin/status filters, real financial and fulfillment facts, open dossier and source lifecycle transitions","/angelcare-marketplace/admin/orders","selected dossier inspector and governed transition modal","/angelcare-marketplace/admin/orders","EnterpriseOrderCommand","NOT_APPLICABLE","customer-commerce|total-commerce-control","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.operations.view|marketplace.operations.missions.create|marketplace.operations.missions.manage|marketplace.finance.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-04/ANGELCARE_MARKETPLACE_ADMIN_BATCH_04/02_ORDERS_ENTERPRISE_COMMAND.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Uses adminOrderCommand and assistedOrderOptions; PATCH lifecycle authority enforces allowed transitions and completion dependencies server-side. Canonical source: app/angelcare-marketplace/(protected)/admin/orders/page.tsx."
"CAP-B04-003","B04","Commandes & réservations","MANUAL ORDER COMMAND","MANUAL ORDER COMMAND","customer/catalog/manual service, quantity, price, schedule, payment mode, validation, create and canonical result navigation","/angelcare-marketplace/admin/orders/new","guided form with persistent success result; no unsupported decision modal","/angelcare-marketplace/admin/orders/new","ManualOrderCommand","NOT_APPLICABLE","admin-control-plane","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.operations.missions.create","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-04/ANGELCARE_MARKETPLACE_ADMIN_BATCH_04/03_MANUAL_ORDER_COMMAND.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","POST /api/angelcare-marketplace/admin/orders action=manual_create; schedule range validation and canonical dossier links are wired. Canonical source: app/angelcare-marketplace/(protected)/admin/orders/new/page.tsx."
"CAP-B04-004","B04","Commandes & réservations","ORDER 360 MEGA COMMAND","ORDER 360 MEGA COMMAND","lifecycle, line add/edit/remove/restore, scheduling, provider/address assignment, finance context, documents, communications, incidents, refunds, timeline and relations","/angelcare-marketplace/admin/orders/[orderId]","governed lifecycle modal; contextual operations workspace and source document actions","/angelcare-marketplace/admin/orders/:orderId|/angelcare-marketplace/admin/orders/[orderId]","OrderMegaCommand + OrderInlineOperations","NOT_APPLICABLE","enterprise-closure","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.operations.view|marketplace.operations.missions.create|marketplace.operations.missions.manage|marketplace.finance.manage|marketplace.documents.export","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-04/ANGELCARE_MARKETPLACE_ADMIN_BATCH_04/04_ORDER_360_MEGA_COMMAND.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Server-loaded dossier preserves source-backed lines, payments, fulfillment, documents, refunds, audit/timeline and related-object links. Canonical source: app/angelcare-marketplace/(protected)/admin/orders/[orderId]/page.tsx."
"CAP-B04-005","B04","Commandes & réservations","BOOKINGS COMMAND","BOOKINGS COMMAND","search/status/journey filters, customer/catalog/manual booking creation, schedule and amount, selected context and real status cycle","/angelcare-marketplace/admin/bookings","creation inspector and governed lifecycle modal","/angelcare-marketplace/admin/bookings","BookingCommand","NOT_APPLICABLE","enterprise-closure","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.operations.view|marketplace.operations.missions.create|marketplace.operations.missions.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-04/ANGELCARE_MARKETPLACE_ADMIN_BATCH_04/05_BOOKINGS_COMMAND.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","GET/POST/PATCH booking APIs, repository-created Journey and server permission guards were followed and exposed. Canonical source: app/angelcare-marketplace/(protected)/admin/bookings/page.tsx."
"CAP-B04-006","B04","Commandes & réservations","QUOTES QUOTE BASKETS","QUOTES QUOTE BASKETS","create quote, amounts/validity/terms, transition, approve/reject, basket lines/pricing/context/expiration and related navigation","/angelcare-marketplace/admin/commercial/quotes","selected quote inspector plus governed lifecycle/approval modal","/angelcare-marketplace/admin/commercial|/angelcare-marketplace/admin/commercial/quotes","QuoteRegistry","NOT_APPLICABLE","commercial-pipeline","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.crm.view|marketplace.crm.quotes.view|marketplace.crm.quotes.manage|marketplace.crm.quotes.approve|marketplace.quote_basket.view","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-04/ANGELCARE_MARKETPLACE_ADMIN_BATCH_04/06_QUOTES_QUOTE_BASKETS.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Quote repository, transition/approval APIs and quote-basket repository are rendered together; accepted is blocked server-side until approved. Canonical source: app/angelcare-marketplace/(protected)/admin/commercial/quotes/page.tsx."
"CAP-B04-007","B04","Commandes & réservations","ENROLLMENTS CONVERSION CONTROL","ENROLLMENTS CONVERSION CONTROL","search, action/ready/failed filters, identity/context, status, availability/consent evidence and open Session 360","/angelcare-marketplace/admin/conversion/enrollments","context-preserving Session 360 links; recovery is governed inside the dossier","/angelcare-marketplace/admin/conversion/enrollments","ConversionQueueBoard mode=enrollments","NOT_APPLICABLE","conversion-universe","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.conversion.view|marketplace.conversion.recover","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-04/ANGELCARE_MARKETPLACE_ADMIN_BATCH_04/07_ENROLLMENTS_CONVERSION_CONTROL.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","listConversionSessions journey=academy_enrollment supplies price, availability, consent and handover truth; each card opens the canonical evidence dossier. Canonical source: app/angelcare-marketplace/(protected)/admin/conversion/enrollments/page.tsx."
"CAP-B04-008","B04","Commandes & réservations","SUBSCRIPTIONS COMMAND","SUBSCRIPTIONS COMMAND","search/status filters, create with customer/item/amount/period/start/quantity/renewal, activate, pause and cancel with non-renewing reason","/angelcare-marketplace/admin/subscriptions","creation inspector and governed lifecycle/cancellation modal","/angelcare-marketplace/admin/subscriptions","SubscriptionCommand","NOT_APPLICABLE","enterprise-closure","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.admin.access","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-04/ANGELCARE_MARKETPLACE_ADMIN_BATCH_04/08_SUBSCRIPTIONS_COMMAND.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","Cancellation writes renewal_mode=non_renewing and cancel reason through the existing subscriptions API. Canonical source: app/angelcare-marketplace/(protected)/admin/subscriptions/page.tsx."
"CAP-B04-009","B04","Commandes & réservations","CONVERSION UNIVERSE COCKPIT","CONVERSION UNIVERSE COCKPIT","summary pressure, journey drilldown, latest sessions, specialist queues, exceptions and source-truth doctrine","/angelcare-marketplace/admin/conversion","contextual specialist queue links and Session 360 dossier navigation","/angelcare-marketplace/admin/conversion/abandonment|/angelcare-marketplace/admin/conversion/analytics|/angelcare-marketplace/admin/conversion/baskets|/angelcare-marketplace/admin/conversion/bookings|/angelcare-marketplace/admin/conversion/configuration|/angelcare-marketplace/admin/conversion/consents|/angelcare-marketplace/admin/conversion/exceptions|/angelcare-marketplace/admin/conversion/holds|/angelcare-marketplace/admin/conversion|/angelcare-marketplace/admin/conversion/quotations","ConversionAdminCommand","NOT_APPLICABLE","conversion-universe","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.conversion.view|marketplace.conversion.analytics.view|marketplace.conversion.configuration.manage","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-04/ANGELCARE_MARKETPLACE_ADMIN_BATCH_04/09_CONVERSION_UNIVERSE_COCKPIT.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","conversionAdminSummary and listConversionSessions drive every displayed metric/row; no synthetic conversion result or analytics is shown. Canonical source: app/angelcare-marketplace/(protected)/admin/conversion/page.tsx."
"CAP-B04-010","B04","Commandes & réservations","CONVERSION SESSION 360 EVIDENCE RECOVERY","CONVERSION SESSION 360 EVIDENCE RECOVERY","identity/configuration, eligibility, price snapshot, availability, consent versions/hashes, holds/exceptions, outcome, chronology, related authority and recovery","/angelcare-marketplace/admin/conversion/sessions/[sessionId]","governed recovery modal with safe source lifecycle checkpoints","/angelcare-marketplace/admin/conversion/sessions/:sessionId|/angelcare-marketplace/admin/conversion/sessions|/angelcare-marketplace/admin/conversion/sessions/[sessionId]","ConversionSessionDossier","NOT_APPLICABLE","conversion-universe","NOT_APPLICABLE","SOURCE_COMPONENT_AND_HANDLER_LIFECYCLE","marketplace.conversion.view|marketplace.conversion.recover","Canonical and contextual objects exposed by the implemented surface","Effects remain governed by the cited repository/API mutations and source lifecycle.","docs/admin-design/batch-04/ANGELCARE_MARKETPLACE_ADMIN_BATCH_04/10_CONVERSION_SESSION_360_EVIDENCE_RECOVERY.png","EXPOSED_CANONICALLY","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","STATIC_VERIFIED_RUNTIME_GATE","SOURCE_REVIEWED","getConversionAdminSession plus all three evidence repositories feed the dossier; recovery writes audit/event and never fabricates an outcome. Canonical source: app/angelcare-marketplace/(protected)/admin/conversion/sessions/[sessionId]/page.tsx."
