file,line,risk,matches,code
app/components/revenue-command-center/RevenuePartnershipsEnterpriseWorkspace.tsx,173,review,angelcare_text_logo,"{modal ? <div className=""fixed inset-0 z-50 grid place-items-center bg-black/70 p-4""><div className=""max-h-[92vh] w-full max-w-3xl overflow-auto rounded-[32px] border border-white/10 bg-[#081a30] p-6 shadow-2xl""><div className=""mb-5 flex items-start justify-between gap-5""><div><p className=""text-xs font-black uppercase tracking-[0.25em] text-violet-300"">In-page action modal</p><h3 className=""mt-2 text-3xl font-black"">{title(modal)}</h3><p className=""mt-2 text-sm font-bold text-slate-400"">{select"
app/components/revenue-command-center/PartnersDirectoryWorkspace.tsx,175,review,angelcare_text_logo,"const list = programs.length ? programs : [""AngelCare Partner Program""]"
app/components/revenue-command-center/PartnersDirectoryWorkspace.tsx,582,review,angelcare_text_logo,"name: textValue(form.name, ""New AngelCare partnership""),"
app/components/revenue-command-center/PartnersDirectoryWorkspace.tsx,823,review,angelcare_text_logo,"<Card className=""p-0""><div className=""overflow-x-auto""><table className=""w-full min-w-[1280px] text-left""><thead className=""border-b border-white/15 text-xs uppercase tracking-[0.18em] text-white/65""><tr><th className=""px-6 py-5""><input type=""checkbox"" className=""h-4 w-4 accent-violet-500"" /></th>{[""Partner"", ""Type / Source"", ""Location"", ""Status"", ""Programs"", ""Revenue Impact"", ""Health"", ""Updated"", ""Actions""].map((h) => <th key={h} className=""px-4 py-5"">{h}</th>)}</tr></thead><tbody>{filtered.map"
app/components/market-os/MarketingExecutiveUI.tsx,138,review,angelcare_text_logo,"['AngelCare Home Care', 'Organic', 'Reach 521K', '76 conversions', '890K MAD', '290%', '/market-os/content-command-center'],"
app/components/market-os/MarketingExecutiveUI.tsx,268,review,logo_word,<div style={logo}>♡</div>
app/components/market-os/MarketingExecutiveUI.tsx,270,review,angelcare_text_logo,<strong>AngelCare</strong>
app/components/market-os/MarketingExecutiveUI.tsx,310,text_logo_candidate,angelcare_text_logo,ANGELCARE MARKET OS
app/components/market-os/MarketingExecutiveUI.tsx,322,text_logo_candidate,angelcare_text_logo,"A unified executive operating layer for ANGELCARE acquisition, campaigns,"
app/components/market-os/MarketingExecutiveUI.tsx,340,text_logo_candidate,angelcare_text_logo,Live ANGELCARE market layer
app/components/market-os/MarketingExecutiveUI.tsx,383,review,svg_inline,"<svg viewBox=""0 0 160 34"" width=""100%"" height=""34"">"
app/components/market-os/MarketingExecutiveUI.tsx,588,text_logo_candidate,angelcare_text_logo,<b>ANGELCARE Sync Status</b>
app/components/market-os/MarketingExecutiveUI.tsx,665,review,svg_inline,"<svg viewBox=""0 0 860 340"" width=""100%"" height=""100%"" preserveAspectRatio=""none"">"
app/components/market-os/MarketingExecutiveUI.tsx,977,review,logo_word,"const logo: React.CSSProperties = { width: 52, height: 52, borderRadius: 18, display: 'grid', placeItems: 'center', background: 'linear-gradient(135deg,#0ea5e9,#7c3aed)', boxShadow: '0 16px 36px rgba(59,130,246,.24)' }"
app/components/erp/AppShell.tsx,4,review,image_tag,import Image from 'next/image'
app/components/erp/AppShell.tsx,225,review,angelcare_text_logo,"title = 'AngelCare OpsOS',"
app/components/erp/AppShell.tsx,278,review,angelcare_text_logo,"<Link href=""/"" style={brandStyle} aria-label=""Go to AngelCare dashboard"">"
app/components/erp/AppShell.tsx,280,image_logo_candidate,image_tag,<Image
app/components/erp/AppShell.tsx,281,likely_official_logo,"logo_word, official_logo_ref","src=""/logo.png"""
app/components/erp/AppShell.tsx,282,review,angelcare_text_logo,"alt=""AngelCare"""
app/components/erp/OverheadPanel.tsx,276,text_logo_candidate,angelcare_text_logo,"setTerminalMessage(""ANGELCARE CONNECT • NEW MESSAGE RECEIVED"")"
app/components/erp/OverheadPanel.tsx,280,review,angelcare_text_logo,"body: ""A new AngelCare Connect message was received."","
app/components/erp/OverheadPanel.tsx,302,review,angelcare_text_logo,"window.addEventListener(""angelcare:voice-incoming"", onVoiceIncoming)"
app/components/erp/OverheadPanel.tsx,303,review,angelcare_text_logo,"window.addEventListener(""angelcare:connect-message"", onConnectMessage)"
app/components/erp/OverheadPanel.tsx,304,review,angelcare_text_logo,"window.addEventListener(""angelcare:hr-message"", onHRMessage)"
app/components/erp/OverheadPanel.tsx,310,review,angelcare_text_logo,"window.removeEventListener(""angelcare:voice-incoming"", onVoiceIncoming)"
app/components/erp/OverheadPanel.tsx,311,review,angelcare_text_logo,"window.removeEventListener(""angelcare:connect-message"", onConnectMessage)"
app/components/erp/OverheadPanel.tsx,312,review,angelcare_text_logo,"window.removeEventListener(""angelcare:hr-message"", onHRMessage)"
app/components/erp/OverheadPanel.tsx,488,review,angelcare_text_logo,@keyframes angelcare-radio-pulse {
app/components/erp/OverheadPanel.tsx,494,review,angelcare_text_logo,@keyframes angelcare-terminal-scan {
app/components/erp/OverheadPanel.tsx,500,review,angelcare_text_logo,@keyframes angelcare-terminal-flicker {
app/components/erp/OverheadPanel.tsx,521,text_logo_candidate,angelcare_text_logo,<div style={terminalHeaderStyle}>ANGELCARE OPS TERMINAL</div>
app/components/erp/OverheadPanel.tsx,767,review,angelcare_text_logo,"animation: ""angelcare-terminal-flicker 3.4s infinite"","
app/components/erp/OverheadPanel.tsx,1002,review,angelcare_text_logo,"animation: ""angelcare-terminal-scan 2.6s linear infinite"","
app/components/erp/OverheadPanel.tsx,1041,review,angelcare_text_logo,"animation: ""angelcare-radio-pulse 1s infinite"","
app/components/connect/AngelCareConnect.tsx,170,review,angelcare_text_logo,"const CONNECT_OPEN_KEY = ""angelcare.connect.open"""
app/components/connect/AngelCareConnect.tsx,171,review,angelcare_text_logo,"const CONNECT_SIZE_KEY = ""angelcare.connect.panelSize"""
app/components/connect/AngelCareConnect.tsx,172,review,angelcare_text_logo,"const CONNECT_MODE_KEY = ""angelcare.connect.mode"""
app/components/connect/AngelCareConnect.tsx,173,review,angelcare_text_logo,"const CONNECT_SELECTED_KEY = ""angelcare.connect.selected"""
app/components/connect/AngelCareConnect.tsx,174,review,angelcare_text_logo,"const CONNECT_POSITION_KEY = ""angelcare.connect.position"""
app/components/connect/AngelCareConnect.tsx,208,review,initials_logo,function initials(name?: string | null) {
app/components/connect/AngelCareConnect.tsx,209,placeholder_initials_logo,initials_logo,"const clean = (name || ""AC"").trim()"
app/components/connect/AngelCareConnect.tsx,211,placeholder_initials_logo,initials_logo,"return parts.slice(0, 2).map((part) => part[0]?.toUpperCase()).join("""") || ""AC"""
app/components/connect/AngelCareConnect.tsx,315,review,angelcare_text_logo,export default function AngelCareConnect({
app/components/connect/AngelCareConnect.tsx,350,review,angelcare_text_logo,"const [roomTitle, setRoomTitle] = useState(""AngelCare private room"")"
app/components/connect/AngelCareConnect.tsx,540,review,angelcare_text_logo,"body: body || ""AngelCare Connect update"","
app/components/connect/AngelCareConnect.tsx,561,review,angelcare_text_logo,"pushBrowserNotification(key, `New Connect message · ${conversation.title}`, conversation.last_message || ""Open AngelCare Connect to read the latest update."")"
app/components/connect/AngelCareConnect.tsx,573,review,angelcare_text_logo,"pushBrowserNotification(key, notice.title, notice.body || ""New AngelCare Connect notification"")"
app/components/connect/AngelCareConnect.tsx,594,review,angelcare_text_logo,"pushBrowserNotification(key, `Incoming ${call.call_type} call`, ""Open AngelCare Connect to join the conversation call."")"
app/components/connect/AngelCareConnect.tsx,596,review,angelcare_text_logo,"showInAppAlert({ id: key, tone: ""call"", title: `Incoming ${call.call_type} call`, body: call.started_by_name ? `${call.started_by_name} is calling.` : ""Open AngelCare Connect to answer."", conversationId: call.conversation_id, callId: call.id })"
app/components/connect/AngelCareConnect.tsx,627,review,angelcare_text_logo,"setError(err instanceof Error ? err.message : ""AngelCare Connect failed to load"")"
app/components/connect/AngelCareConnect.tsx,739,review,angelcare_text_logo,"const headlineName = isDirect ? selectedMember?.name || selected?.title || ""Direct message"" : selected?.title || ""AngelCare Connect"""
app/components/connect/AngelCareConnect.tsx,741,review,angelcare_text_logo,"? selectedMember?.job_title || selectedMember?.role || selectedMember?.department || ""AngelCare staff"""
app/components/connect/AngelCareConnect.tsx,994,review,angelcare_text_logo,"setError(`Only the CEO can create AngelCare Connect rooms and select room access. Your loaded Connect role is: ${currentUser?.role || ""empty""}.`)"
app/components/connect/AngelCareConnect.tsx,999,review,angelcare_text_logo,"setRoomTitle(""AngelCare private room"")"
app/components/connect/AngelCareConnect.tsx,1009,review,angelcare_text_logo,"setError(`Only the CEO can create AngelCare Connect rooms. Your loaded Connect role is: ${currentUser?.role || ""empty""}.`)"
app/components/connect/AngelCareConnect.tsx,1280,review,angelcare_text_logo,"aria-label=""Open AngelCare Connect"""
app/components/connect/AngelCareConnect.tsx,1281,review,angelcare_text_logo,"title=""Drag to move. Click to open AngelCare Connect."""
app/components/connect/AngelCareConnect.tsx,1332,review,angelcare_text_logo,"<section data-connect-shell className={shellClass} style={shellStyle} aria-label=""AngelCare Connect messenger"">"
app/components/connect/AngelCareConnect.tsx,1415,review,initials_logo,"{conversation.type === ""direct"" ? initials(title) : <Users className=""h-5 w-5"" />}"
app/components/connect/AngelCareConnect.tsx,1468,review,initials_logo,{initials(member.name)}
app/components/connect/AngelCareConnect.tsx,1473,review,angelcare_text_logo,"<span className=""block truncate text-[11px] font-bold text-slate-400"">{member.department || ""AngelCare""} · {member.job_title || member.role || ""staff""}</span>"
app/components/connect/AngelCareConnect.tsx,1487,review,initials_logo,"{selected ? initials(headlineName) : <MessageCircle className=""h-5 w-5"" />}"
app/components/connect/AngelCareConnect.tsx,1538,review,angelcare_text_logo,"<p className=""truncate text-xs font-bold text-slate-600"">{incomingCall.started_by_name || ""AngelCare teammate""} · Ringing for {formatDuration(incomingCall.started_at, nowMs)}</p>"
app/components/connect/AngelCareConnect.tsx,1601,review,angelcare_text_logo,"participantName={currentUser.name || currentUser.email || ""AngelCare User""}"
app/components/connect/AngelCareConnect.tsx,1634,review,angelcare_text_logo,"<p className=""mt-4 text-xl font-black text-slate-950"">AngelCare Connect</p>"
app/components/connect/AngelCareConnect.tsx,1670,review,initials_logo,"{!mine && <span className=""mb-1 grid h-9 w-9 place-items-center rounded-full bg-slate-100 text-[11px] font-black text-slate-600 ring-1 ring-slate-200"">{initials(message.sender_name)}</span>}"
app/components/connect/AngelCareConnect.tsx,1673,review,angelcare_text_logo,"{!mine && <span className=""text-slate-700"">{message.sender_name || ""AngelCare User""}</span>}"
app/components/connect/AngelCareConnect.tsx,1755,review,initials_logo,{initials(headlineName)}
app/components/connect/AngelCareConnect.tsx,1760,review,angelcare_text_logo,"<p className=""text-xs font-semibold text-slate-400"">{selected?.department || selectedMember?.department || ""AngelCare""}</p>"
app/components/connect/AngelCareConnect.tsx,1948,review,initials_logo,"<span className=""relative grid h-10 w-10 shrink-0 place-items-center rounded-full bg-slate-100 text-xs font-black text-slate-700"">{initials(member.name)}<span className={cx(""absolute bottom-0 right-0 h-2.5 w-2.5 rounded-full border-2 border-white"", statusTone(member.status))} /></span>"
app/components/connect/AngelCareConnect.tsx,1949,review,angelcare_text_logo,"<span className=""min-w-0 flex-1""><span className=""block truncate text-sm font-black text-slate-950"">{member.name}</span><span className=""block truncate text-xs font-bold text-slate-500"">{member.department || ""AngelCare""} · {member.job_title || member.role || ""staff""}</span></span>"
app/components/connect/AngelCareConnect.tsx,1998,review,initials_logo,{initials(member.name)}
app/components/connect/AngelCareConnect.tsx,2003,review,angelcare_text_logo,"<span className=""block truncate text-xs font-bold text-slate-500"">{member.department || ""AngelCare""} · {member.job_title || member.role || ""staff""}</span>"
app/components/connect/AngelCareConnect.tsx,2047,image_logo_candidate,image_tag,"<img src={attachmentPreview.url} alt={attachmentPreview.filename} className=""max-h-[62vh] max-w-full rounded-2xl object-contain"" />"
app/components/connect/AngelCareConnect.tsx,2081,review,angelcare_text_logo,"participantName={currentUser.name || currentUser.email || ""AngelCare User""}"
app/components/connect/ConnectLiveRoom.tsx,92,review,angelcare_text_logo,"<p className=""text-sm font-black"">Preparing secure AngelCare call…</p>"
app/components/connect/ConnectLiveRoom.tsx,121,review,angelcare_text_logo,"AngelCare {isVideo ? ""Video"" : ""Audio""} Room"
app/components/connect/ConnectLiveRoom.tsx,153,review,angelcare_text_logo,<style>{`.angelcare-connect-livekit .lk-disconnect-button{display:none!important}`}</style>
app/components/connect/ConnectLiveRoom.tsx,157,review,angelcare_text_logo,"<div className=""angelcare-connect-livekit h-full"">"
app/academy-print/layout.tsx,5,review,angelcare_text_logo,"title: 'AngelCare Academy Print Center',"
app/academy-print/cohorts/[id]/page.tsx,46,review,initials_logo,function initials(name: string) {
app/academy-print/cohorts/[id]/page.tsx,180,text_logo_candidate,angelcare_text_logo,<strong>ANGELCARE</strong>
app/academy-print/cohorts/[id]/page.tsx,218,text_logo_candidate,angelcare_text_logo,<strong>ANGELCARE</strong>
app/academy-print/cohorts/[id]/page.tsx,372,review,initials_logo,{row.participant ? initials(row.name) : '—'}
app/academy-print/cohorts/[id]/page.tsx,433,review,angelcare_text_logo,<span>AngelCare Academy OS · Cohort Technical Sheet</span>
app/academy-print/programs/[id]/page.tsx,131,text_logo_candidate,angelcare_text_logo,<strong>ANGELCARE</strong>
app/academy-print/programs/[id]/page.tsx,164,text_logo_candidate,angelcare_text_logo,<strong>ANGELCARE</strong>
app/academy-print/programs/[id]/page.tsx,420,review,angelcare_text_logo,<span>AngelCare Academy OS · Program Technical Sheet</span>
app/academy-print/refunds/[id]/page.tsx,92,text_logo_candidate,angelcare_text_logo,"<div className=""brand-title"">ANGEL CARE</div>"
app/academy-print/refunds/[id]/page.tsx,124,review,angelcare_text_logo,"<div className=""info-row""><b>Lieu de formation</b><span>{text(location?.name || location?.city, 'AngelCare Academy – Rabat')}</span></div>"
app/academy-print/refunds/[id]/page.tsx,162,review,angelcare_text_logo,<div><span>Remboursement traité selon la politique AngelCare Academy.</span></div>
app/academy-print/refunds/[id]/page.tsx,174,review,angelcare_text_logo,<p>Ce reçu confirme le traitement du remboursement mentionné ci-dessus. Le remboursement reste soumis aux conditions administratives et financières d’AngelCare Academy.</p>
app/academy-print/refunds/[id]/page.tsx,182,image_logo_candidate,image_tag,"<img src={qrDataUrl} alt=""QR code de vérification"" />"
app/academy-print/refunds/[id]/page.tsx,188,review,angelcare_text_logo,<div><b>+212 5 37 58 14 62</b><br />academy@angelcare.ma</div>
app/academy-print/refunds/[id]/page.tsx,189,review,angelcare_text_logo,<div><b>@ angelcare.morocco</b></div>
app/(protected)/DashboardLiveClient.tsx,47,text_logo_candidate,angelcare_text_logo,: ['ANGELCARE OPS FEED • Aucun signal critique actif • supervision stable']
app/(protected)/DashboardLiveClient.tsx,117,review,angelcare_text_logo,"animation: 'angelcare-feed-marquee 35s linear infinite',"
app/(protected)/DashboardLiveClient.tsx,124,review,angelcare_text_logo,@keyframes angelcare-feed-marquee {
app/(protected)/layout.tsx,4,review,angelcare_text_logo,import AngelCareConnect from '@/app/components/connect/AngelCareConnect'
app/(protected)/layout.tsx,45,review,angelcare_text_logo,{/* AngelCare Connect bottom-right system */}
app/(protected)/layout.tsx,46,review,angelcare_text_logo,<AngelCareConnect />
app/(protected)/protected-layout.tsx,4,review,angelcare_text_logo,import AngelCareConnect from '@/app/components/connect/AngelCareConnect'
app/(protected)/protected-layout.tsx,38,review,angelcare_text_logo,{/* AngelCare Connect bottom-right system */}
app/(protected)/protected-layout.tsx,39,review,angelcare_text_logo,<AngelCareConnect />
app/(protected)/pacojaco-ops/page.tsx,118,likely_official_logo,"logo_word, official_logo_ref","const hasLogo = existsSync(path.join(process.cwd(), 'public/pacojaco/logo.png'))"
app/(protected)/staff-memos/new/page.tsx,37,review,angelcare_text_logo,"<label style={labelStyle}>Source<input name=""source"" defaultValue=""AngelCare Control Tower"" style={inputStyle} /></label>"
app/(protected)/opsos-final-qa/page.tsx,3,review,angelcare_text_logo,"import { GlobalHero, GlobalMetric, GlobalPanel, GlobalRow, GlobalShell, globalGrid } from '@/components/angelcare-enterprise/GlobalEnterpriseUI'"
app/(protected)/opsos-design-system/page.tsx,2,review,angelcare_text_logo,"import { GlobalButton, GlobalHero, GlobalMetric, GlobalPanel, GlobalRow, GlobalShell, globalGrid } from '@/components/angelcare-enterprise/GlobalEnterpriseUI'"
app/(protected)/opsos-design-system/page.tsx,8,review,angelcare_text_logo,"<GlobalHero eyebrow=""Design Language"" title=""AngelCare Global Enterprise UI"" subtitle=""Shared premium UI grammar for command centers, module specialization, dashboards, rows, panels, routes and executive views."" tone=""blue"" />"
app/(protected)/execution-engine/page.tsx,4,review,angelcare_text_logo,"import { ExecButton, ExecHero, ExecMetric, ExecNav, ExecPanel, ExecRow, ExecShell, execGrid } from '@/components/angelcare-enterprise/ExecutionEngineUI'"
app/(protected)/execution-engine/escalations/page.tsx,4,review,angelcare_text_logo,"import { ExecButton, ExecHero, ExecMetric, ExecNav, ExecPanel, ExecRow, ExecShell, execGrid } from '@/components/angelcare-enterprise/ExecutionEngineUI'"
app/(protected)/execution-engine/final-qa/page.tsx,4,review,angelcare_text_logo,"import { ExecButton, ExecHero, ExecMetric, ExecNav, ExecPanel, ExecRow, ExecShell, execGrid } from '@/components/angelcare-enterprise/ExecutionEngineUI'"
app/(protected)/execution-engine/workflows/page.tsx,4,review,angelcare_text_logo,"import { ExecButton, ExecHero, ExecMetric, ExecNav, ExecPanel, ExecRow, ExecShell, execGrid } from '@/components/angelcare-enterprise/ExecutionEngineUI'"
app/(protected)/execution-engine/workflows/new/page.tsx,4,review,angelcare_text_logo,"import { ExecButton, ExecHero, ExecMetric, ExecNav, ExecPanel, ExecRow, ExecShell, execGrid } from '@/components/angelcare-enterprise/ExecutionEngineUI'"
app/(protected)/execution-engine/sync-map/page.tsx,4,review,angelcare_text_logo,"import { ExecButton, ExecHero, ExecMetric, ExecNav, ExecPanel, ExecRow, ExecShell, execGrid } from '@/components/angelcare-enterprise/ExecutionEngineUI'"
app/(protected)/execution-engine/command-actions/page.tsx,4,review,angelcare_text_logo,"import { ExecButton, ExecHero, ExecMetric, ExecNav, ExecPanel, ExecRow, ExecShell, execGrid } from '@/components/angelcare-enterprise/ExecutionEngineUI'"
app/(protected)/capital-command-center/CapitalCommandCenterClient.tsx,60,review,initials_logo,"function initials(value: any) { return String(value || 'CC').split(/\s+/).filter(Boolean).slice(0, 2).map((x) => x[0]?.toUpperCase()).join('') || 'CC' }"
app/(protected)/capital-command-center/CapitalCommandCenterClient.tsx,136,review,angelcare_text_logo,"relationshipOwner: investor?.relationship_owner || 'AngelCare Capital Command Center',"
app/(protected)/capital-command-center/CapitalCommandCenterClient.tsx,255,review,angelcare_text_logo,"if (entity === 'trainings') return { ...base, reference_number: refLabel('TRHTML'), investor_id: investor?.id || '', opportunity_id: opportunity?.id || '', training_title: '', training_source: 'AngelCare fundraising academy', category: 'fundraising_staff', status: 'draft', priority: 'normal', owner: '', audience: 'Fundraising staff', publish_status: 'draft', html_content: '', summary: '', duration_minutes: 360, data: { learning_objectives: [], modules: [], staff_roles: [], publishing_notes: '', "
app/(protected)/capital-command-center/CapitalCommandCenterClient.tsx,422,review,initials_logo,"function Timeline({ rows, titleKey, empty }: { rows: AnyRecord[]; titleKey: string; empty: string }) { return <div className=""timeline-list"">{rows.map((row) => <article key={`${titleKey}-${row.id}`}><span>{initials(row[titleKey] || row.reference_number)}</span><div><b>{row[titleKey] || row.reference_number}</b><small>{row.stage || row.status || row.updated_at || 'live record'}</small></div></article>)}{!rows.length && <Empty title=""No activity"" text={empty} />}</div> }"
app/(protected)/capital-command-center/CapitalCommandCenterClient.tsx,425,review,initials_logo,"return <section className=""section-stack""><SectionTitle title=""Investor CRM"" text=""Govern LPs, institutions, family offices and strategic relationships with detailed dossiers, compliance, follow-ups and ticket intelligence."" action={<button className=""primary"" onClick={() => ctx.open('investors')}>+ Investor dossier</button>} /><div className=""cards-grid"">{rows.map((row) => <article key={row.id} className=""investor-card premium-card""><div className=""card-top""><div className=""avatar"">{initials(ro"
app/(protected)/capital-command-center/CapitalCommandCenterClient.tsx,436,review,angelcare_text_logo,"<SectionTitle title=""Fundraising Staff Training Library"" text=""Create, govern and publish HTML training pages for AngelCare fundraising staff, investor relations, VC preparation, national funding programs and capital readiness."" action={<button className=""primary"" onClick={() => ctx.open('trainings')}>+ Training HTML page</button>} />"
app/(protected)/capital-command-center/CapitalCommandCenterClient.tsx,437,review,angelcare_text_logo,"<div className=""cards-grid dataroom-grid"">{rows.map((row) => <article key={row.id} className=""doc-card premium-card""><div className=""card-top""><div><p className=""eyebrow"">{row.reference_number}</p><h3>{row.training_title || 'Untitled training page'}</h3></div><Badge value={row.publish_status || row.status} /></div><p>{row.summary || 'No training summary captured yet.'}</p><div className=""card-meta""><span>{row.audience || 'Fundraising staff'}</span><span>{row.training_source || 'AngelCare Academy"
app/(protected)/capital-command-center/CapitalCommandCenterClient.tsx,474,review,angelcare_text_logo,"{ title: 'Risks and mitigation', body: 'State the real risks and how AngelCare is managing them.' },"
app/(protected)/capital-command-center/CapitalCommandCenterClient.tsx,667,review,angelcare_text_logo,const BOARD_STORAGE_KEY = 'angelcare-board-reports'
app/(protected)/capital-command-center/CapitalCommandCenterClient.tsx,991,review,angelcare_text_logo,<header><div><span>AngelCare Capital Command</span><h1>{report.title || 'Untitled report'}</h1><p>{report.audience} · {report.reporting_period}</p></div><b>{report.reference_code}</b></header>
app/(protected)/capital-command-center/CapitalCommandCenterClient.tsx,1182,review,initials_logo,"<div className=""contact-avatar"">{initials(contact.full_name || contact.email || 'IC')}</div>"
app/(protected)/capital-command-center/CapitalCommandCenterClient.tsx,1525,review,angelcare_text_logo,"<Field label=""Training source"" value={record.training_source} onChange={(v) => update('training_source', v)} locked={locked} placeholder=""AngelCare Academy / Capital Command"" />"
app/(protected)/sales/page.tsx,71,text_logo_candidate,angelcare_text_logo,<div style={eyebrowStyle}>ANGELCARE SALES OS · LIVE TERMINAL</div>
app/(protected)/sales/page.tsx,147,review,initials_logo,<div style={avatarStyle}>{initials(client.client_name)}</div>
app/(protected)/sales/page.tsx,187,placeholder_initials_logo,initials_logo,"function initials(name: string) { return String(name || 'AC').split(' ').map(part => part[0]).join('').slice(0, 2).toUpperCase() }"
app/(protected)/sales/clients/page.tsx,61,review,angelcare_text_logo,"return <AppShell title=""Sales Clients"" subtitle=""Premium AngelCare client workspace for B2C families, B2B institutions, hotels, schools, partners and recurring accounts."" breadcrumbs={[{label:'Sales',href:'/sales'},{label:'Clients'}]} actions={<><PageAction href=""/sales"">Sales Home</PageAction><PageAction href=""/sales/orders"" variant=""light"">Orders</PageAction><PageAction href=""/sales/configuration"" variant=""light"">Configuration</PageAction></>}>"
app/(protected)/sales/clients/page.tsx,62,text_logo_candidate,angelcare_text_logo,"<section style={hero}><div><div style={eyebrow}>CLIENT ACQUISITION · B2C + B2B · ANGELCARE COMMERCIAL DESK</div><h1 style={heroTitle}>Create complete client files with sales context, need, urgency, source and next commercial path.</h1><p style={heroText}>{message}</p><div style={heroActions}><button style={primary} onClick={()=>setCreateOpen(!createOpen)}>{createOpen?'Hide Create Client':'Create New Client'}</button><Link href=""/sales/orders"" style={secondary}>Create Order</Link><button style={g"
app/(protected)/sales/clients/page.tsx,64,review,angelcare_text_logo,"{createOpen&&<ERPPanel title=""Create New Client — AngelCare Commercial Intake"" subtitle=""Use the pathway browser to preload the right B2C/B2B structure, then freely edit every field.""><div style={createShell}><div style={{display:'grid',gap:14}}><Header n=""01"" title=""Identity + sales context"" text=""Define the client, need, commercial route and operational situation.""/><form onSubmit={submit} style={formGrid}><Field label=""Client / organization name *""><input style={input} value={form.client_name"
